cut_name,n_frames,n_boxes,n_tracks,primary_beh_tag,primary_ani_tag,camera,date,time
1347_arm01_gopro4_20200324_040135_beh3_ani1_ins1_cut_00066,450,1800,4,beh3,ani1,gopro4,20200324,040135
1349_arm01_gopro4_20200324_040135_beh3_ani1_ins2_cut_00006,450,2250,5,beh3,ani1,gopro4,20200324,040135
1349_arm01_gopro4_20200324_040135_beh3_ani1_ins2_cut_00007,450,2250,5,beh3,ani1,gopro4,20200324,040135
1349_arm01_gopro4_20200324_040135_beh3_ani1_ins2_cut_00011,450,2250,5,beh3,ani1,gopro4,20200324,040135
1349_arm01_gopro4_20200324_040135_beh3_ani1_ins2_cut_00020,450,2703,9,beh3,ani1,gopro4,20200324,040135
1349_arm01_gopro4_20200324_040135_beh3_ani1_ins2_cut_00023,450,821,5,beh3,ani1,gopro4,20200324,040135
1350_arm01_gopro4_20200324_040135_beh5_ani3_ins1_cut_00001,450,1042,4,beh5,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00001,450,445,1,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00026,450,2250,5,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00027,450,1800,4,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00029,450,1350,3,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00030,450,1350,3,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00044,450,450,3,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00047,450,1350,3,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00048,450,1350,7,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00050,450,1359,6,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00053,450,1751,4,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00055,450,1350,5,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00062,450,1351,6,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00068,450,2080,5,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00069,450,2250,5,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00074,450,1392,9,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00083,450,2246,5,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00096,450,0,0,beh3,ani3,gopro4,20200324,040135
1351_arm01_gopro4_20200324_040135_beh3_ani3_ins1_cut_00099,411,2466,8,beh3,ani3,gopro4,20200324,040135
1352_arm01_gopro4_20200324_040135_beh3_ani4_ins1_cut_00004,450,1800,5,beh3,ani4,gopro4,20200324,040135
1352_arm01_gopro4_20200324_040135_beh3_ani4_ins1_cut_00008,450,1274,3,beh3,ani4,gopro4,20200324,040135
1352_arm01_gopro4_20200324_040135_beh3_ani4_ins1_cut_00015,450,1350,4,beh3,ani4,gopro4,20200324,040135
1352_arm01_gopro4_20200324_040135_beh3_ani4_ins1_cut_00017,450,1415,5,beh3,ani4,gopro4,20200324,040135
1352_arm01_gopro4_20200324_040135_beh3_ani4_ins1_cut_00032,450,3150,7,beh3,ani4,gopro4,20200324,040135
1352_arm01_gopro4_20200324_040135_beh3_ani4_ins1_cut_00033,450,2250,5,beh3,ani4,gopro4,20200324,040135
1357_arm01_gopro4_20200324_040135_beh8_ani5_ins1_cut_00001,450,1800,4,beh8,ani5,gopro4,20200324,040135
1357_arm01_gopro4_20200324_040135_beh8_ani5_ins1_cut_00002,450,1350,3,beh8,ani5,gopro4,20200324,040135
1362_arm01_gopro4_20200324_040135_beh6_ani5_ins1_cut_00009,450,2250,5,beh6,ani5,gopro4,20200324,040135
1366_arm01_gopro4_20200324_040135_beh5_ani6_ins1_cut_00006,450,2054,5,beh5,ani6,gopro4,20200324,040135
1366_arm01_gopro4_20200324_040135_beh5_ani6_ins1_cut_00012,450,1800,4,beh5,ani6,gopro4,20200324,040135
1366_arm01_gopro4_20200324_040135_beh5_ani6_ins1_cut_00016,450,1796,5,beh5,ani6,gopro4,20200324,040135
1368_arm01_gopro4_20200324_040135_beh6_ani6_ins1_cut_00007,450,900,2,beh6,ani6,gopro4,20200324,040135
1368_arm01_gopro4_20200324_040135_beh6_ani6_ins1_cut_00013,450,1350,3,beh6,ani6,gopro4,20200324,040135
1368_arm01_gopro4_20200324_040135_beh6_ani6_ins1_cut_00014,450,2700,6,beh6,ani6,gopro4,20200324,040135
1368_arm01_gopro4_20200324_040135_beh6_ani6_ins1_cut_00016,450,2365,7,beh6,ani6,gopro4,20200324,040135
1369_arm01_gopro4_20200324_040135_beh5_ani8_ins1_cut_00005,450,1350,5,beh5,ani8,gopro4,20200324,040135
1369_arm01_gopro4_20200324_040135_beh5_ani8_ins1_cut_00006,450,1350,3,beh5,ani8,gopro4,20200324,040135
1369_arm01_gopro4_20200324_040135_beh5_ani8_ins1_cut_00007,450,904,6,beh5,ani8,gopro4,20200324,040135
1369_arm01_gopro4_20200324_040135_beh5_ani8_ins1_cut_00022,450,1800,4,beh5,ani8,gopro4,20200324,040135
1369_arm01_gopro4_20200324_040135_beh5_ani8_ins1_cut_00025,450,1800,4,beh5,ani8,gopro4,20200324,040135
1369_arm01_gopro4_20200324_040135_beh5_ani8_ins1_cut_00028,450,1801,5,beh5,ani8,gopro4,20200324,040135
1369_arm01_gopro4_20200324_040135_beh5_ani8_ins1_cut_00030,450,1800,5,beh5,ani8,gopro4,20200324,040135
1369_arm01_gopro4_20200324_040135_beh5_ani8_ins1_cut_00045,450,1469,8,beh5,ani8,gopro4,20200324,040135
1369_arm01_gopro4_20200324_040135_beh5_ani8_ins1_cut_00047,450,2160,6,beh5,ani8,gopro4,20200324,040135
1369_arm01_gopro4_20200324_040135_beh5_ani8_ins1_cut_00051,450,2250,5,beh5,ani8,gopro4,20200324,040135
1369_arm01_gopro4_20200324_040135_beh5_ani8_ins1_cut_00055,450,2145,5,beh5,ani8,gopro4,20200324,040135
1370_arm01_gopro4_20200324_040135_beh6_ani8_ins1_cut_00005,450,1387,6,beh6,ani8,gopro4,20200324,040135
1370_arm01_gopro4_20200324_040135_beh6_ani8_ins1_cut_00010,450,2250,5,beh6,ani8,gopro4,20200324,040135
1370_arm01_gopro4_20200324_040135_beh6_ani8_ins1_cut_00017,450,1845,8,beh6,ani8,gopro4,20200324,040135
1370_arm01_gopro4_20200324_040135_beh6_ani8_ins1_cut_00027,450,2690,6,beh6,ani8,gopro4,20200324,040135
1373_arm01_gopro4_20200324_041916_beh2_ani3_ins1_cut_00003,450,543,4,beh2,ani3,gopro4,20200324,041916
1373_arm01_gopro4_20200324_041916_beh2_ani3_ins1_cut_00004,450,0,0,beh2,ani3,gopro4,20200324,041916
1374_arm01_gopro4_20200324_041916_beh2_ani4_ins1_cut_00003,450,479,3,beh2,ani4,gopro4,20200324,041916
1374_arm01_gopro4_20200324_041916_beh2_ani4_ins1_cut_00004,450,1,1,beh2,ani4,gopro4,20200324,041916
1375_arm01_gopro4_20200324_041916_beh2_ani5_ins1_cut_00002,450,1000,6,beh2,ani5,gopro4,20200324,041916
1377_arm01_gopro4_20200324_041916_beh2_ani8_ins1_cut_00003,450,359,3,beh2,ani8,gopro4,20200324,041916
1377_arm01_gopro4_20200324_041916_beh2_ani8_ins1_cut_00005,450,0,0,beh2,ani8,gopro4,20200324,041916
1388_arm01_gopro4_20200325_022249_beh5_ani3_ins1_cut_00001,450,3150,7,beh5,ani3,gopro4,20200325,022249
