dataset,behavior_canonical,split,sample_id,t,detector_success,pose_returned,status,infer_ms,mean_conf,median_conf,points_conf_ge_02,points_conf_ge_05,mask_containment_sanity_rate_all,mask_containment_sanity_rate_conf02,mask_inside_count,nose_x,nose_y,nose_conf,nose_in_mask,upper_jaw_x,upper_jaw_y,upper_jaw_conf,upper_jaw_in_mask,lower_jaw_x,lower_jaw_y,lower_jaw_conf,lower_jaw_in_mask,mouth_end_right_x,mouth_end_right_y,mouth_end_right_conf,mouth_end_right_in_mask,mouth_end_left_x,mouth_end_left_y,mouth_end_left_conf,mouth_end_left_in_mask,right_eye_x,right_eye_y,right_eye_conf,right_eye_in_mask,right_earbase_x,right_earbase_y,right_earbase_conf,right_earbase_in_mask,right_earend_x,right_earend_y,right_earend_conf,right_earend_in_mask,right_antler_base_x,right_antler_base_y,right_antler_base_conf,right_antler_base_in_mask,right_antler_end_x,right_antler_end_y,right_antler_end_conf,right_antler_end_in_mask,left_eye_x,left_eye_y,left_eye_conf,left_eye_in_mask,left_earbase_x,left_earbase_y,left_earbase_conf,left_earbase_in_mask,left_earend_x,left_earend_y,left_earend_conf,left_earend_in_mask,left_antler_base_x,left_antler_base_y,left_antler_base_conf,left_antler_base_in_mask,left_antler_end_x,left_antler_end_y,left_antler_end_conf,left_antler_end_in_mask,neck_base_x,neck_base_y,neck_base_conf,neck_base_in_mask,neck_end_x,neck_end_y,neck_end_conf,neck_end_in_mask,throat_base_x,throat_base_y,throat_base_conf,throat_base_in_mask,throat_end_x,throat_end_y,throat_end_conf,throat_end_in_mask,back_base_x,back_base_y,back_base_conf,back_base_in_mask,back_end_x,back_end_y,back_end_conf,back_end_in_mask,back_middle_x,back_middle_y,back_middle_conf,back_middle_in_mask,tail_base_x,tail_base_y,tail_base_conf,tail_base_in_mask,tail_end_x,tail_end_y,tail_end_conf,tail_end_in_mask,front_left_thai_x,front_left_thai_y,front_left_thai_conf,front_left_thai_in_mask,front_left_knee_x,front_left_knee_y,front_left_knee_conf,front_left_knee_in_mask,front_left_paw_x,front_left_paw_y,front_left_paw_conf,front_left_paw_in_mask,front_right_thai_x,front_right_thai_y,front_right_thai_conf,front_right_thai_in_mask,front_right_knee_x,front_right_knee_y,front_right_knee_conf,front_right_knee_in_mask,front_right_paw_x,front_right_paw_y,front_right_paw_conf,front_right_paw_in_mask,back_left_paw_x,back_left_paw_y,back_left_paw_conf,back_left_paw_in_mask,back_left_thai_x,back_left_thai_y,back_left_thai_conf,back_left_thai_in_mask,back_right_thai_x,back_right_thai_y,back_right_thai_conf,back_right_thai_in_mask,back_left_knee_x,back_left_knee_y,back_left_knee_conf,back_left_knee_in_mask,back_right_knee_x,back_right_knee_y,back_right_knee_conf,back_right_knee_in_mask,back_right_paw_x,back_right_paw_y,back_right_paw_conf,back_right_paw_in_mask,belly_bottom_x,belly_bottom_y,belly_bottom_conf,belly_bottom_in_mask,body_middle_right_x,body_middle_right_y,body_middle_right_conf,body_middle_right_in_mask,body_middle_left_x,body_middle_left_y,body_middle_left_conf,body_middle_left_in_mask
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,0,False,False,pose_detector_failure,140.75,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,1,False,False,pose_detector_failure,146.25,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,2,False,False,pose_detector_failure,151.34,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,3,False,False,pose_detector_failure,155.08,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,4,False,False,pose_detector_failure,147.94,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,5,True,True,pose_output_returned,171.36,0.2733,0.2541,25,2,0.8718,0.88,34,106.04,72.49,0.2479,1,69.66,47.55,0.2541,1,64.3,51.82,0.4093,1,58.83,47.4,0.148,1,107.27,85.38,0.1901,1,69.09,40.7,0.4528,1,58.91,35.98,0.2209,1,56.78,42.86,0.4677,1,66.24,26.73,0.3573,1,62.32,11.8,0.5945,1,74.11,32.85,0.2903,1,125.41,37.61,0.2089,1,65.26,9.8,0.1959,1,122.56,32.31,0.194,1,188.65,80.22,0.3385,1,84.62,94.0,0.3813,1,137.37,43.49,0.266,1,96.36,102.82,0.1824,1,102.45,111.62,0.1239,1,135.83,42.15,0.4706,1,92.79,19.04,0.1495,1,174.83,96.89,0.3293,1,92.51,18.96,0.1925,1,189.29,80.58,0.1604,1,110.6,121.26,0.2656,1,188.85,107.79,0.1695,1,49.98,175.43,0.1235,0,57.67,97.37,0.1473,0,39.09,140.51,0.2359,1,50.91,177.18,0.2674,0,50.39,171.51,0.312,0,191.26,104.57,0.2129,1,186.05,106.47,0.0725,1,188.4,109.6,0.2844,1,42.69,148.99,0.5383,1,49.22,175.66,0.4539,0,121.07,179.64,0.1482,1,124.59,61.93,0.3378,1,171.16,105.45,0.2642,1
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,6,False,False,pose_detector_failure,139.69,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Walking,val,cvb_1284_arm01_gopro3_20200326_033755_beh6_ani4_ins1_cut_00003_tr5_seg0,7,False,False,pose_detector_failure,149.15,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,0,True,True,pose_output_returned,170.45,0.6176,0.6418,37,28,0.8462,0.8649,33,218.55,98.53,0.955,1,215.24,105.06,0.9626,1,210.83,105.04,0.8319,1,205.2,100.1,0.6901,1,216.8,97.09,0.6592,1,186.85,70.84,0.9194,1,168.66,48.0,0.5498,1,157.37,33.69,0.4228,1,175.97,43.02,0.5851,1,171.46,29.48,0.8734,0,205.21,60.64,0.9238,1,192.25,35.72,0.914,1,189.4,22.21,0.7139,0,193.79,37.84,0.8296,1,192.2,25.11,0.701,0,136.82,54.86,0.7368,1,137.04,36.16,0.3455,1,158.64,99.97,0.5032,1,125.23,133.05,0.3783,1,132.71,32.08,0.3846,1,45.09,10.1,0.5557,1,117.98,27.19,0.276,1,44.66,15.75,0.4892,1,31.58,198.56,0.0507,0,118.61,130.91,0.5705,1,109.97,171.3,0.6449,1,96.12,204.73,0.8642,1,105.83,130.48,0.6401,1,109.68,174.52,0.5879,1,111.84,210.73,0.7211,1,65.26,176.86,0.6418,1,68.11,125.95,0.4349,1,56.19,111.02,0.7444,0,59.13,146.4,0.588,1,45.83,155.66,0.7597,0,41.43,189.91,0.8007,1,80.59,148.37,0.355,1,80.51,63.28,0.2993,1,95.76,78.15,0.1819,1
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,1,True,True,pose_output_returned,155.45,0.6176,0.6418,37,28,0.8462,0.8649,33,218.55,98.53,0.955,1,215.24,105.06,0.9626,1,210.83,105.04,0.8319,1,205.2,100.1,0.6901,1,216.8,97.09,0.6592,1,186.85,70.84,0.9194,1,168.66,48.0,0.5498,1,157.37,33.69,0.4228,1,175.97,43.02,0.5851,1,171.46,29.48,0.8734,0,205.21,60.64,0.9238,1,192.25,35.72,0.914,1,189.4,22.21,0.7139,0,193.79,37.84,0.8296,1,192.2,25.11,0.701,0,136.82,54.86,0.7368,1,137.04,36.16,0.3455,1,158.64,99.97,0.5032,1,125.23,133.05,0.3783,1,132.71,32.08,0.3846,1,45.09,10.1,0.5557,1,117.98,27.19,0.276,1,44.66,15.75,0.4892,1,31.58,198.56,0.0507,0,118.61,130.91,0.5705,1,109.97,171.3,0.6449,1,96.12,204.73,0.8642,1,105.83,130.48,0.6401,1,109.68,174.52,0.5879,1,111.84,210.73,0.7211,1,65.26,176.86,0.6418,1,68.11,125.95,0.4349,1,56.19,111.02,0.7444,0,59.13,146.4,0.588,1,45.83,155.66,0.7597,0,41.43,189.91,0.8007,1,80.59,148.37,0.355,1,80.51,63.28,0.2993,1,95.76,78.15,0.1819,1
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,2,True,True,pose_output_returned,156.8,0.6176,0.6418,37,28,0.8462,0.8649,33,218.55,98.53,0.955,1,215.24,105.06,0.9626,1,210.83,105.04,0.8319,1,205.2,100.1,0.6901,1,216.8,97.09,0.6592,1,186.85,70.84,0.9194,1,168.66,48.0,0.5498,1,157.37,33.69,0.4228,1,175.97,43.02,0.5851,1,171.46,29.48,0.8734,0,205.21,60.64,0.9238,1,192.25,35.72,0.914,1,189.4,22.21,0.7139,0,193.79,37.84,0.8296,1,192.2,25.11,0.701,0,136.82,54.86,0.7368,1,137.04,36.16,0.3455,1,158.64,99.97,0.5032,1,125.23,133.05,0.3783,1,132.71,32.08,0.3846,1,45.09,10.1,0.5557,1,117.98,27.19,0.276,1,44.66,15.75,0.4892,1,31.58,198.56,0.0507,0,118.61,130.91,0.5705,1,109.97,171.3,0.6449,1,96.12,204.73,0.8642,1,105.83,130.48,0.6401,1,109.68,174.52,0.5879,1,111.84,210.73,0.7211,1,65.26,176.86,0.6418,1,68.11,125.95,0.4349,1,56.19,111.02,0.7444,0,59.13,146.4,0.588,1,45.83,155.66,0.7597,0,41.43,189.91,0.8007,1,80.59,148.37,0.355,1,80.51,63.28,0.2993,1,95.76,78.15,0.1819,1
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,3,True,True,pose_output_returned,156.44,0.6176,0.6418,37,28,0.8462,0.8649,33,218.55,98.53,0.955,1,215.24,105.06,0.9626,1,210.83,105.04,0.8319,1,205.2,100.1,0.6901,1,216.8,97.09,0.6592,1,186.85,70.84,0.9194,1,168.66,48.0,0.5498,1,157.37,33.69,0.4228,1,175.97,43.02,0.5851,1,171.46,29.48,0.8734,0,205.21,60.64,0.9238,1,192.25,35.72,0.914,1,189.4,22.21,0.7139,0,193.79,37.84,0.8296,1,192.2,25.11,0.701,0,136.82,54.86,0.7368,1,137.04,36.16,0.3455,1,158.64,99.97,0.5032,1,125.23,133.05,0.3783,1,132.71,32.08,0.3846,1,45.09,10.1,0.5557,1,117.98,27.19,0.276,1,44.66,15.75,0.4892,1,31.58,198.56,0.0507,0,118.61,130.91,0.5705,1,109.97,171.3,0.6449,1,96.12,204.73,0.8642,1,105.83,130.48,0.6401,1,109.68,174.52,0.5879,1,111.84,210.73,0.7211,1,65.26,176.86,0.6418,1,68.11,125.95,0.4349,1,56.19,111.02,0.7444,0,59.13,146.4,0.588,1,45.83,155.66,0.7597,0,41.43,189.91,0.8007,1,80.59,148.37,0.355,1,80.51,63.28,0.2993,1,95.76,78.15,0.1819,1
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,4,True,True,pose_output_returned,156.16,0.6176,0.6418,37,28,0.8462,0.8649,33,218.55,98.53,0.955,1,215.24,105.06,0.9626,1,210.83,105.04,0.8319,1,205.2,100.1,0.6901,1,216.8,97.09,0.6592,1,186.85,70.84,0.9194,1,168.66,48.0,0.5498,1,157.37,33.69,0.4228,1,175.97,43.02,0.5851,1,171.46,29.48,0.8734,0,205.21,60.64,0.9238,1,192.25,35.72,0.914,1,189.4,22.21,0.7139,0,193.79,37.84,0.8296,1,192.2,25.11,0.701,0,136.82,54.86,0.7368,1,137.04,36.16,0.3455,1,158.64,99.97,0.5032,1,125.23,133.05,0.3783,1,132.71,32.08,0.3846,1,45.09,10.1,0.5557,1,117.98,27.19,0.276,1,44.66,15.75,0.4892,1,31.58,198.56,0.0507,0,118.61,130.91,0.5705,1,109.97,171.3,0.6449,1,96.12,204.73,0.8642,1,105.83,130.48,0.6401,1,109.68,174.52,0.5879,1,111.84,210.73,0.7211,1,65.26,176.86,0.6418,1,68.11,125.95,0.4349,1,56.19,111.02,0.7444,0,59.13,146.4,0.588,1,45.83,155.66,0.7597,0,41.43,189.91,0.8007,1,80.59,148.37,0.355,1,80.51,63.28,0.2993,1,95.76,78.15,0.1819,1
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,5,True,True,pose_output_returned,155.06,0.6176,0.6418,37,28,0.8462,0.8649,33,218.55,98.53,0.955,1,215.24,105.06,0.9626,1,210.83,105.04,0.8319,1,205.2,100.1,0.6901,1,216.8,97.09,0.6592,1,186.85,70.84,0.9194,1,168.66,48.0,0.5498,1,157.37,33.69,0.4228,1,175.97,43.02,0.5851,1,171.46,29.48,0.8734,0,205.21,60.64,0.9238,1,192.25,35.72,0.914,1,189.4,22.21,0.7139,0,193.79,37.84,0.8296,1,192.2,25.11,0.701,0,136.82,54.86,0.7368,1,137.04,36.16,0.3455,1,158.64,99.97,0.5032,1,125.23,133.05,0.3783,1,132.71,32.08,0.3846,1,45.09,10.1,0.5557,1,117.98,27.19,0.276,1,44.66,15.75,0.4892,1,31.58,198.56,0.0507,0,118.61,130.91,0.5705,1,109.97,171.3,0.6449,1,96.12,204.73,0.8642,1,105.83,130.48,0.6401,1,109.68,174.52,0.5879,1,111.84,210.73,0.7211,1,65.26,176.86,0.6418,1,68.11,125.95,0.4349,1,56.19,111.02,0.7444,0,59.13,146.4,0.588,1,45.83,155.66,0.7597,0,41.43,189.91,0.8007,1,80.59,148.37,0.355,1,80.51,63.28,0.2993,1,95.76,78.15,0.1819,1
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,6,True,True,pose_output_returned,154.35,0.6176,0.6418,37,28,0.8462,0.8649,33,218.55,98.53,0.955,1,215.24,105.06,0.9626,1,210.83,105.04,0.8319,1,205.2,100.1,0.6901,1,216.8,97.09,0.6592,1,186.85,70.84,0.9194,1,168.66,48.0,0.5498,1,157.37,33.69,0.4228,1,175.97,43.02,0.5851,1,171.46,29.48,0.8734,0,205.21,60.64,0.9238,1,192.25,35.72,0.914,1,189.4,22.21,0.7139,0,193.79,37.84,0.8296,1,192.2,25.11,0.701,0,136.82,54.86,0.7368,1,137.04,36.16,0.3455,1,158.64,99.97,0.5032,1,125.23,133.05,0.3783,1,132.71,32.08,0.3846,1,45.09,10.1,0.5557,1,117.98,27.19,0.276,1,44.66,15.75,0.4892,1,31.58,198.56,0.0507,0,118.61,130.91,0.5705,1,109.97,171.3,0.6449,1,96.12,204.73,0.8642,1,105.83,130.48,0.6401,1,109.68,174.52,0.5879,1,111.84,210.73,0.7211,1,65.26,176.86,0.6418,1,68.11,125.95,0.4349,1,56.19,111.02,0.7444,0,59.13,146.4,0.588,1,45.83,155.66,0.7597,0,41.43,189.91,0.8007,1,80.59,148.37,0.355,1,80.51,63.28,0.2993,1,95.76,78.15,0.1819,1
cvb,Walking,val,cvb_0742_arm01_gopro1_20200325_025919_beh5_ani5_ins5_cut_8_tr6_seg0,7,True,True,pose_output_returned,155.8,0.6176,0.6418,37,28,0.8462,0.8649,33,218.55,98.53,0.955,1,215.24,105.06,0.9626,1,210.83,105.04,0.8319,1,205.2,100.1,0.6901,1,216.8,97.09,0.6592,1,186.85,70.84,0.9194,1,168.66,48.0,0.5498,1,157.37,33.69,0.4228,1,175.97,43.02,0.5851,1,171.46,29.48,0.8734,0,205.21,60.64,0.9238,1,192.25,35.72,0.914,1,189.4,22.21,0.7139,0,193.79,37.84,0.8296,1,192.2,25.11,0.701,0,136.82,54.86,0.7368,1,137.04,36.16,0.3455,1,158.64,99.97,0.5032,1,125.23,133.05,0.3783,1,132.71,32.08,0.3846,1,45.09,10.1,0.5557,1,117.98,27.19,0.276,1,44.66,15.75,0.4892,1,31.58,198.56,0.0507,0,118.61,130.91,0.5705,1,109.97,171.3,0.6449,1,96.12,204.73,0.8642,1,105.83,130.48,0.6401,1,109.68,174.52,0.5879,1,111.84,210.73,0.7211,1,65.26,176.86,0.6418,1,68.11,125.95,0.4349,1,56.19,111.02,0.7444,0,59.13,146.4,0.588,1,45.83,155.66,0.7597,0,41.43,189.91,0.8007,1,80.59,148.37,0.355,1,80.51,63.28,0.2993,1,95.76,78.15,0.1819,1
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_12,0,True,True,pose_output_returned,152.28,0.3571,0.279,29,11,0.6667,0.6897,26,178.64,110.1,0.2848,0,177.16,113.77,0.0767,0,83.73,114.29,0.0739,1,174.78,106.92,0.1006,1,178.73,108.3,0.1859,1,170.96,84.18,0.279,1,156.21,119.21,0.2027,0,178.81,112.53,0.2344,0,169.45,97.99,0.5429,1,148.2,82.96,0.1218,1,174.3,85.39,0.46,0,182.68,113.03,0.1692,0,186.61,115.12,0.2544,1,172.37,94.71,0.2758,1,182.68,118.47,0.145,1,153.97,90.53,0.7251,1,155.07,76.78,0.5268,1,158.37,106.07,0.2446,1,156.5,108.42,0.292,1,154.57,71.18,0.6029,1,23.53,26.51,0.7621,1,90.69,22.38,0.7869,1,21.31,29.68,0.7979,1,15.25,84.13,0.1618,0,167.44,107.04,0.226,1,29.91,124.68,0.3392,0,78.94,155.25,0.1735,0,104.71,118.32,0.7013,1,120.06,141.8,0.2438,1,126.16,154.39,0.3311,0,70.68,137.19,0.2466,0,65.97,91.82,0.4333,1,27.83,84.1,0.7411,1,66.18,120.79,0.5799,0,28.12,123.17,0.6126,1,33.88,146.68,0.2781,0,77.86,101.92,0.2804,1,80.85,72.49,0.2806,1,77.34,72.43,0.1529,1
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_12,1,True,True,pose_output_returned,157.38,0.5236,0.4887,37,18,0.7179,0.7027,28,203.27,124.52,0.6786,0,199.72,127.63,0.5683,0,197.1,128.42,0.5779,0,197.32,122.35,0.5816,0,199.93,123.62,0.4398,0,205.49,103.16,0.9022,1,196.71,85.72,0.4238,1,198.67,77.36,0.1539,1,204.02,85.5,0.4677,1,214.03,75.12,0.2936,0,208.48,101.83,0.8275,1,199.39,72.96,0.3117,1,198.62,71.58,0.3406,1,202.63,69.43,0.3994,1,212.92,82.87,0.4102,1,178.5,84.29,0.8318,1,171.52,73.35,0.5015,1,176.53,116.42,0.4449,1,173.31,116.86,0.3518,1,166.83,69.6,0.4722,1,34.25,22.83,0.7389,1,93.88,28.5,0.4887,1,27.96,25.03,0.8102,1,13.61,79.77,0.4248,1,125.89,132.44,0.4773,1,178.94,138.61,0.4879,0,177.67,162.27,0.9913,1,91.56,127.14,0.5398,1,98.11,162.83,0.1627,1,177.42,161.81,0.5032,1,62.82,153.58,0.7017,0,64.4,97.98,0.9454,1,26.78,81.58,0.4902,1,57.6,128.41,0.631,0,50.09,129.38,0.6567,0,22.55,157.57,0.5956,0,72.73,111.96,0.3074,1,80.91,76.18,0.2647,1,83.11,81.63,0.2227,1
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_12,2,True,True,pose_output_returned,156.66,0.4831,0.4875,39,18,0.7949,0.7949,31,188.49,103.11,0.7736,1,189.41,108.54,0.5731,0,183.89,110.72,0.5992,0,185.84,104.52,0.5627,1,196.17,106.53,0.5902,0,193.55,84.46,0.8014,1,188.24,72.41,0.4425,1,185.22,67.2,0.221,1,193.03,75.49,0.3896,1,191.99,63.71,0.2803,1,195.38,85.06,0.7483,1,194.8,71.49,0.3586,1,201.57,79.98,0.2087,1,196.92,70.14,0.4195,1,194.51,72.4,0.5518,1,175.59,75.26,0.5247,1,181.37,63.43,0.2616,1,173.38,94.7,0.2687,1,167.04,104.62,0.2938,1,179.43,60.4,0.404,1,29.22,25.48,0.673,1,99.15,32.67,0.4875,1,25.19,28.36,0.6661,1,47.52,10.84,0.3669,1,170.03,101.95,0.4639,1,138.35,160.88,0.3117,0,19.27,162.22,0.8193,0,162.52,102.06,0.497,1,106.65,161.94,0.3652,1,109.34,192.18,0.517,1,183.33,145.34,0.3839,1,58.23,95.74,0.7854,1,23.17,82.98,0.602,1,48.84,135.15,0.6171,0,45.07,132.17,0.5245,0,18.63,162.16,0.5402,0,63.04,108.8,0.309,1,125.98,93.03,0.2879,1,86.55,73.12,0.3513,1
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_12,3,True,True,pose_output_returned,154.1,0.4118,0.4182,37,10,0.7692,0.7568,30,30.94,34.65,0.3068,1,28.5,36.52,0.2582,1,29.21,42.49,0.2894,1,33.32,35.18,0.3178,1,30.45,44.1,0.3051,1,37.06,26.79,0.4261,1,46.39,17.49,0.4687,1,45.88,16.0,0.4264,1,40.81,20.76,0.4182,1,42.52,17.36,0.3713,1,25.87,22.95,0.4399,1,27.64,21.22,0.492,1,23.53,20.72,0.602,1,31.4,17.67,0.5111,1,31.59,20.94,0.2834,1,39.84,34.17,0.5709,1,50.3,31.7,0.4847,1,30.52,51.13,0.2083,1,35.37,50.94,0.1639,1,56.26,30.86,0.4873,1,183.54,69.05,0.6437,1,116.48,35.48,0.5253,1,186.21,81.34,0.5171,1,185.39,106.76,0.0774,1,121.51,128.58,0.3974,1,19.49,114.97,0.4479,0,26.55,150.49,0.51,0,92.23,126.38,0.4444,1,49.65,120.28,0.2595,0,47.09,150.63,0.592,0,48.55,148.8,0.5542,0,166.54,118.51,0.414,0,170.38,116.55,0.3893,1,48.98,121.12,0.5741,0,188.36,139.21,0.3422,0,189.6,153.5,0.3768,0,73.34,113.34,0.4063,1,149.25,90.37,0.3437,1,143.73,95.22,0.4143,1
beef_cattle_behavior,Standing,train,beef_00000000580000000_10_clip_12,4,True,True,pose_output_returned,155.28,0.4097,0.3667,34,10,0.7949,0.7647,31,207.35,60.96,0.4955,1,207.92,68.86,0.2889,0,205.19,69.13,0.2396,1,204.0,63.95,0.2079,1,203.4,67.16,0.2607,1,25.59,21.18,0.2205,1,38.0,17.82,0.3374,1,29.31,14.67,0.2095,1,32.28,16.39,0.4122,1,33.27,17.1,0.4221,1,20.38,20.6,0.1834,1,25.86,24.03,0.3503,1,33.03,21.02,0.1442,1,28.83,18.69,0.3667,1,27.22,16.71,0.3737,1,31.74,21.87,0.295,1,34.6,18.01,0.3347,1,174.04,91.59,0.0933,1,93.93,101.55,0.1181,1,31.34,19.59,0.2975,1,169.6,51.02,0.9269,1,125.68,38.44,0.4042,1,170.66,55.29,0.9787,1,175.79,50.14,0.162,1,110.92,127.82,0.4992,1,16.76,120.89,0.5075,0,14.11,145.36,0.3264,0,97.55,129.15,0.7431,1,98.36,163.27,0.6195,1,107.23,206.15,0.5289,0,48.65,161.56,0.6278,0,158.82,102.65,0.6925,1,164.61,98.1,0.7297,1,45.17,124.38,0.6404,0,190.32,117.21,0.4756,0,13.79,149.49,0.3939,0,137.17,115.18,0.3888,1,75.46,83.83,0.321,1,85.4,79.53,0.3592,1
