passage_id,farm_source,n_images,bcs_classes,primary_bcs,sample_files,assigned_split
GS_558,GS_Gansu,10,{'3.5': 10},3.5,GS_558_1.jpg;GS_558_10.jpg;GS_558_2.jpg,train
GS_559,GS_Gansu,5,{'3.5': 5},3.5,GS_559_1.jpg;GS_559_2.jpg;GS_559_3.jpg,train
GS_56,GS_Gansu,4,{'3.75': 4},3.75,GS_56_1.jpg;GS_56_2.jpg;GS_56_3.jpg,train
GS_560,GS_Gansu,5,{'3.5': 5},3.5,GS_560_1.jpg;GS_560_2.jpg;GS_560_3.jpg,train
GS_561,GS_Gansu,9,{'3.25': 9},3.25,GS_561_1.jpg;GS_561_2.jpg;GS_561_3.jpg,train
GS_562,GS_Gansu,7,{'3.5': 7},3.5,GS_562_1.jpg;GS_562_2.jpg;GS_562_3.jpg,val
GS_563,GS_Gansu,11,{'3.75': 11},3.75,GS_563_1.jpg;GS_563_10.jpg;GS_563_11.jpg,train
GS_564,GS_Gansu,9,{'3.75': 9},3.75,GS_564_1.jpg;GS_564_2.jpg;GS_564_3.jpg,test
GS_565,GS_Gansu,10,{'3.75': 10},3.75,GS_565_1.jpg;GS_565_10.jpg;GS_565_2.jpg,val
GS_566,GS_Gansu,11,{'4.0': 11},4.0,GS_566_1.jpg;GS_566_10.jpg;GS_566_11.jpg,val
GS_567,GS_Gansu,18,{'3.5': 18},3.5,GS_567_1.jpg;GS_567_10.jpg;GS_567_11.jpg,train
GS_568,GS_Gansu,6,{'3.25': 6},3.25,GS_568_1.jpg;GS_568_2.jpg;GS_568_3.jpg,train
GS_569,GS_Gansu,7,{'3.75': 7},3.75,GS_569_1.jpg;GS_569_2.jpg;GS_569_3.jpg,train
GS_57,GS_Gansu,10,{'4.0': 10},4.0,GS_57_1.jpg;GS_57_10.jpg;GS_57_2.jpg,train
GS_570,GS_Gansu,11,{'3.75': 11},3.75,GS_570_1.jpg;GS_570_10.jpg;GS_570_11.jpg,train
GS_571,GS_Gansu,4,{'3.25': 4},3.25,GS_571_1.jpg;GS_571_2.jpg;GS_571_3.jpg,train
GS_572,GS_Gansu,10,{'3.75': 10},3.75,GS_572_1.jpg;GS_572_10.jpg;GS_572_2.jpg,train
GS_573,GS_Gansu,6,{'3.75': 6},3.75,GS_573_1.jpg;GS_573_2.jpg;GS_573_3.jpg,train
GS_574,GS_Gansu,11,{'4.0': 11},4.0,GS_574_1.jpg;GS_574_10.jpg;GS_574_11.jpg,train
GS_575,GS_Gansu,8,{'4.0': 8},4.0,GS_575_1.jpg;GS_575_2.jpg;GS_575_3.jpg,train
GS_576,GS_Gansu,6,{'4.0': 6},4.0,GS_576_1.jpg;GS_576_2.jpg;GS_576_3.jpg,test
GS_577,GS_Gansu,6,{'3.5': 6},3.5,GS_577_1.jpg;GS_577_2.jpg;GS_577_3.jpg,train
GS_578,GS_Gansu,5,{'3.5': 5},3.5,GS_578_1.jpg;GS_578_2.jpg;GS_578_3.jpg,train
GS_579,GS_Gansu,4,{'3.75': 4},3.75,GS_579_1.jpg;GS_579_2.jpg;GS_579_3.jpg,train
GS_58,GS_Gansu,14,{'4.0': 14},4.0,GS_58_1.jpg;GS_58_10.jpg;GS_58_11.jpg,val
GS_580,GS_Gansu,11,{'3.75': 11},3.75,GS_580_1.jpg;GS_580_10.jpg;GS_580_11.jpg,train
GS_581,GS_Gansu,10,{'4.0': 10},4.0,GS_581_1.jpg;GS_581_10.jpg;GS_581_2.jpg,train
GS_582,GS_Gansu,8,{'4.0': 8},4.0,GS_582_1.jpg;GS_582_2.jpg;GS_582_3.jpg,train
GS_583,GS_Gansu,9,{'3.75': 9},3.75,GS_583_1.jpg;GS_583_2.jpg;GS_583_3.jpg,train
GS_584,GS_Gansu,6,{'3.5': 6},3.5,GS_584_1.jpg;GS_584_2.jpg;GS_584_3.jpg,train
GS_585,GS_Gansu,12,{'4.0': 12},4.0,GS_585_1.jpg;GS_585_10.jpg;GS_585_11.jpg,train
GS_586,GS_Gansu,6,{'3.5': 6},3.5,GS_586_1.jpg;GS_586_2.jpg;GS_586_3.jpg,train
GS_587,GS_Gansu,8,{'3.75': 8},3.75,GS_587_1.jpg;GS_587_2.jpg;GS_587_3.jpg,train
GS_588,GS_Gansu,8,{'3.5': 8},3.5,GS_588_1.jpg;GS_588_2.jpg;GS_588_3.jpg,train
GS_589,GS_Gansu,8,{'3.25': 8},3.25,GS_589_1.jpg;GS_589_2.jpg;GS_589_3.jpg,train
GS_59,GS_Gansu,8,{'4.0': 8},4.0,GS_59_1.jpg;GS_59_2.jpg;GS_59_3.jpg,train
GS_590,GS_Gansu,9,{'3.25': 9},3.25,GS_590_1.jpg;GS_590_2.jpg;GS_590_3.jpg,train
GS_591,GS_Gansu,9,{'3.75': 9},3.75,GS_591_1.jpg;GS_591_2.jpg;GS_591_3.jpg,train
GS_592,GS_Gansu,5,{'4.0': 5},4.0,GS_592_1.jpg;GS_592_2.jpg;GS_592_3.jpg,train
GS_593,GS_Gansu,5,{'3.5': 5},3.5,GS_593_1.jpg;GS_593_2.jpg;GS_593_3.jpg,train
GS_594,GS_Gansu,9,{'4.0': 9},4.0,GS_594_1.jpg;GS_594_2.jpg;GS_594_3.jpg,train
GS_595,GS_Gansu,10,{'3.25': 10},3.25,GS_595_1.jpg;GS_595_10.jpg;GS_595_2.jpg,train
GS_596,GS_Gansu,8,{'4.0': 8},4.0,GS_596_1.jpg;GS_596_2.jpg;GS_596_3.jpg,train
GS_597,GS_Gansu,9,{'3.75': 9},3.75,GS_597_1.jpg;GS_597_2.jpg;GS_597_3.jpg,train
GS_598,GS_Gansu,7,{'4.0': 7},4.0,GS_598_1.jpg;GS_598_2.jpg;GS_598_3.jpg,test
GS_599,GS_Gansu,8,{'3.25': 8},3.25,GS_599_1.jpg;GS_599_2.jpg;GS_599_3.jpg,train
GS_6,GS_Gansu,7,{'4.0': 7},4.0,GS_6_1.jpg;GS_6_2.jpg;GS_6_3.jpg,train
GS_60,GS_Gansu,8,{'4.25': 8},4.25,GS_60_1.jpg;GS_60_2.jpg;GS_60_3.jpg,train
GS_600,GS_Gansu,11,{'3.25': 11},3.25,GS_600_1.jpg;GS_600_10.jpg;GS_600_11.jpg,train
GS_601,GS_Gansu,9,{'3.25': 9},3.25,GS_601_1.jpg;GS_601_2.jpg;GS_601_3.jpg,test
GS_602,GS_Gansu,11,{'3.25': 11},3.25,GS_602_1.jpg;GS_602_10.jpg;GS_602_11.jpg,test
GS_603,GS_Gansu,10,{'3.5': 10},3.5,GS_603_1.jpg;GS_603_10.jpg;GS_603_2.jpg,test
GS_604,GS_Gansu,9,{'3.75': 9},3.75,GS_604_1.jpg;GS_604_2.jpg;GS_604_3.jpg,val
GS_605,GS_Gansu,10,{'4.0': 10},4.0,GS_605_1.jpg;GS_605_10.jpg;GS_605_2.jpg,val
GS_606,GS_Gansu,9,{'4.0': 9},4.0,GS_606_1.jpg;GS_606_2.jpg;GS_606_3.jpg,test
GS_607,GS_Gansu,5,{'3.5': 5},3.5,GS_607_1.jpg;GS_607_2.jpg;GS_607_3.jpg,test
GS_608,GS_Gansu,8,{'4.0': 8},4.0,GS_608_1.jpg;GS_608_2.jpg;GS_608_3.jpg,test
GS_609,GS_Gansu,11,{'4.0': 11},4.0,GS_609_1.jpg;GS_609_10.jpg;GS_609_11.jpg,train
GS_61,GS_Gansu,4,{'4.25': 4},4.25,GS_61_1.jpg;GS_61_2.jpg;GS_61_3.jpg,train
GS_610,GS_Gansu,8,{'3.75': 8},3.75,GS_610_1.jpg;GS_610_2.jpg;GS_610_3.jpg,train
GS_611,GS_Gansu,13,{'4.0': 13},4.0,GS_611_1.jpg;GS_611_10.jpg;GS_611_11.jpg,train
GS_612,GS_Gansu,7,{'3.5': 7},3.5,GS_612_1.jpg;GS_612_2.jpg;GS_612_3.jpg,train
GS_613,GS_Gansu,8,{'3.5': 8},3.5,GS_613_1.jpg;GS_613_2.jpg;GS_613_3.jpg,train
GS_614,GS_Gansu,5,{'4.0': 5},4.0,GS_614_1.jpg;GS_614_2.jpg;GS_614_3.jpg,train
GS_615,GS_Gansu,10,{'3.75': 10},3.75,GS_615_1.jpg;GS_615_10.jpg;GS_615_2.jpg,train
GS_616,GS_Gansu,9,{'3.75': 9},3.75,GS_616_1.jpg;GS_616_2.jpg;GS_616_3.jpg,test
GS_617,GS_Gansu,12,{'4.0': 12},4.0,GS_617_1.jpg;GS_617_10.jpg;GS_617_11.jpg,test
GS_618,GS_Gansu,10,{'3.75': 10},3.75,GS_618_1.jpg;GS_618_10.jpg;GS_618_2.jpg,train
GS_619,GS_Gansu,10,{'3.75': 10},3.75,GS_619_1.jpg;GS_619_10.jpg;GS_619_2.jpg,test
GS_62,GS_Gansu,8,{'4.25': 8},4.25,GS_62_1.jpg;GS_62_2.jpg;GS_62_3.jpg,train
GS_620,GS_Gansu,7,{'4.0': 7},4.0,GS_620_1.jpg;GS_620_2.jpg;GS_620_3.jpg,test
GS_621,GS_Gansu,7,{'4.0': 7},4.0,GS_621_1.jpg;GS_621_2.jpg;GS_621_3.jpg,val
GS_622,GS_Gansu,14,{'3.75': 14},3.75,GS_622_1.jpg;GS_622_10.jpg;GS_622_11.jpg,val
GS_623,GS_Gansu,11,{'3.75': 11},3.75,GS_623_1.jpg;GS_623_10.jpg;GS_623_11.jpg,train
GS_624,GS_Gansu,11,{'3.5': 11},3.5,GS_624_1.jpg;GS_624_10.jpg;GS_624_11.jpg,test
GS_625,GS_Gansu,9,{'3.75': 9},3.75,GS_625_1.jpg;GS_625_2.jpg;GS_625_3.jpg,train
GS_626,GS_Gansu,7,{'3.5': 7},3.5,GS_626_1.jpg;GS_626_2.jpg;GS_626_3.jpg,train
GS_627,GS_Gansu,8,{'3.5': 8},3.5,GS_627_1.jpg;GS_627_2.jpg;GS_627_3.jpg,train
GS_628,GS_Gansu,12,{'3.5': 12},3.5,GS_628_1.jpg;GS_628_10.jpg;GS_628_11.jpg,train
GS_629,GS_Gansu,8,{'3.75': 8},3.75,GS_629_1.jpg;GS_629_2.jpg;GS_629_3.jpg,train
GS_63,GS_Gansu,7,{'4.0': 7},4.0,GS_63_1.jpg;GS_63_2.jpg;GS_63_3.jpg,train
GS_630,GS_Gansu,7,{'3.5': 7},3.5,GS_630_1.jpg;GS_630_2.jpg;GS_630_3.jpg,train
GS_631,GS_Gansu,7,{'3.25': 7},3.25,GS_631_1.jpg;GS_631_2.jpg;GS_631_3.jpg,test
GS_632,GS_Gansu,10,{'3.5': 10},3.5,GS_632_1.jpg;GS_632_10.jpg;GS_632_2.jpg,test
GS_633,GS_Gansu,11,{'3.75': 11},3.75,GS_633_1.jpg;GS_633_10.jpg;GS_633_11.jpg,train
GS_634,GS_Gansu,10,{'3.75': 10},3.75,GS_634_1.jpg;GS_634_10.jpg;GS_634_2.jpg,val
GS_635,GS_Gansu,7,{'3.5': 7},3.5,GS_635_1.jpg;GS_635_2.jpg;GS_635_3.jpg,test
GS_636,GS_Gansu,8,{'3.25': 8},3.25,GS_636_1.jpg;GS_636_2.jpg;GS_636_3.jpg,train
GS_637,GS_Gansu,12,{'4.0': 12},4.0,GS_637_1.jpg;GS_637_10.jpg;GS_637_11.jpg,train
GS_638,GS_Gansu,7,{'3.75': 7},3.75,GS_638_1.jpg;GS_638_2.jpg;GS_638_3.jpg,train
GS_639,GS_Gansu,8,{'3.75': 8},3.75,GS_639_1.jpg;GS_639_2.jpg;GS_639_3.jpg,train
GS_64,GS_Gansu,2,{'4.0': 2},4.0,GS_64_1.jpg;GS_64_2.jpg,val
GS_640,GS_Gansu,8,{'3.75': 8},3.75,GS_640_1.jpg;GS_640_2.jpg;GS_640_3.jpg,train
GS_641,GS_Gansu,6,{'3.75': 6},3.75,GS_641_1.jpg;GS_641_2.jpg;GS_641_3.jpg,val
GS_642,GS_Gansu,10,{'4.0': 10},4.0,GS_642_1.jpg;GS_642_10.jpg;GS_642_2.jpg,train
GS_643,GS_Gansu,9,{'3.75': 9},3.75,GS_643_1.jpg;GS_643_2.jpg;GS_643_3.jpg,train
GS_644,GS_Gansu,7,{'3.75': 7},3.75,GS_644_1.jpg;GS_644_2.jpg;GS_644_3.jpg,train
GS_645,GS_Gansu,9,{'3.5': 9},3.5,GS_645_1.jpg;GS_645_2.jpg;GS_645_3.jpg,train
GS_646,GS_Gansu,9,{'3.25': 9},3.25,GS_646_1.jpg;GS_646_2.jpg;GS_646_3.jpg,train
GS_647,GS_Gansu,10,{'3.25': 10},3.25,GS_647_1.jpg;GS_647_10.jpg;GS_647_2.jpg,train
GS_648,GS_Gansu,8,{'3.25': 8},3.25,GS_648_1.jpg;GS_648_2.jpg;GS_648_3.jpg,train
GS_649,GS_Gansu,9,{'3.75': 9},3.75,GS_649_1.jpg;GS_649_2.jpg;GS_649_3.jpg,train
GS_65,GS_Gansu,15,{'4.0': 15},4.0,GS_65_1.jpg;GS_65_10.jpg;GS_65_11.jpg,val
GS_650,GS_Gansu,12,{'3.5': 12},3.5,GS_650_1.jpg;GS_650_10.jpg;GS_650_11.jpg,test
GS_651,GS_Gansu,5,{'4.0': 5},4.0,GS_651_1.jpg;GS_651_2.jpg;GS_651_3.jpg,train
GS_652,GS_Gansu,8,{'3.5': 8},3.5,GS_652_1.jpg;GS_652_2.jpg;GS_652_3.jpg,val
GS_653,GS_Gansu,9,{'3.25': 9},3.25,GS_653_1.jpg;GS_653_2.jpg;GS_653_3.jpg,train
GS_654,GS_Gansu,6,{'3.5': 6},3.5,GS_654_1.jpg;GS_654_2.jpg;GS_654_3.jpg,val
GS_655,GS_Gansu,8,{'3.5': 8},3.5,GS_655_1.jpg;GS_655_2.jpg;GS_655_3.jpg,train
GS_656,GS_Gansu,17,{'3.25': 17},3.25,GS_656_1.jpg;GS_656_10.jpg;GS_656_11.jpg,train
GS_657,GS_Gansu,8,{'4.25': 8},4.25,GS_657_1.jpg;GS_657_2.jpg;GS_657_3.jpg,train
GS_658,GS_Gansu,8,{'3.5': 8},3.5,GS_658_1.jpg;GS_658_2.jpg;GS_658_3.jpg,test
GS_659,GS_Gansu,5,{'3.5': 5},3.5,GS_659_1.jpg;GS_659_2.jpg;GS_659_3.jpg,val
GS_66,GS_Gansu,7,{'3.75': 7},3.75,GS_66_1.jpg;GS_66_2.jpg;GS_66_3.jpg,train
GS_660,GS_Gansu,10,{'3.25': 10},3.25,GS_660_1.jpg;GS_660_10.jpg;GS_660_2.jpg,train
GS_661,GS_Gansu,8,{'4.0': 8},4.0,GS_661_1.jpg;GS_661_2.jpg;GS_661_3.jpg,train
GS_662,GS_Gansu,8,{'3.75': 8},3.75,GS_662_1.jpg;GS_662_2.jpg;GS_662_3.jpg,train
GS_663,GS_Gansu,8,{'3.75': 8},3.75,GS_663_1.jpg;GS_663_2.jpg;GS_663_3.jpg,train
GS_664,GS_Gansu,8,{'3.75': 8},3.75,GS_664_1.jpg;GS_664_2.jpg;GS_664_3.jpg,train
GS_665,GS_Gansu,8,{'3.5': 8},3.5,GS_665_1.jpg;GS_665_2.jpg;GS_665_3.jpg,test
GS_666,GS_Gansu,8,{'3.5': 8},3.5,GS_666_1.jpg;GS_666_2.jpg;GS_666_3.jpg,train
GS_667,GS_Gansu,16,{'3.25': 16},3.25,GS_667_1.jpg;GS_667_10.jpg;GS_667_11.jpg,val
GS_668,GS_Gansu,8,{'3.5': 8},3.5,GS_668_1.jpg;GS_668_2.jpg;GS_668_3.jpg,train
GS_669,GS_Gansu,8,{'4.0': 8},4.0,GS_669_1.jpg;GS_669_2.jpg;GS_669_3.jpg,train
GS_67,GS_Gansu,9,{'4.25': 9},4.25,GS_67_1.jpg;GS_67_2.jpg;GS_67_3.jpg,train
GS_670,GS_Gansu,8,{'3.75': 8},3.75,GS_670_1.jpg;GS_670_2.jpg;GS_670_3.jpg,train
GS_671,GS_Gansu,6,{'3.5': 6},3.5,GS_671_1.jpg;GS_671_2.jpg;GS_671_3.jpg,test
GS_672,GS_Gansu,8,{'3.25': 8},3.25,GS_672_1.jpg;GS_672_2.jpg;GS_672_3.jpg,train
GS_673,GS_Gansu,8,{'4.0': 8},4.0,GS_673_1.jpg;GS_673_2.jpg;GS_673_3.jpg,train
GS_674,GS_Gansu,8,{'4.25': 8},4.25,GS_674_1.jpg;GS_674_2.jpg;GS_674_3.jpg,test
GS_675,GS_Gansu,8,{'3.75': 8},3.75,GS_675_1.jpg;GS_675_2.jpg;GS_675_3.jpg,train
GS_676,GS_Gansu,8,{'3.5': 8},3.5,GS_676_1.jpg;GS_676_2.jpg;GS_676_3.jpg,train
GS_677,GS_Gansu,8,{'3.5': 8},3.5,GS_677_1.jpg;GS_677_2.jpg;GS_677_3.jpg,test
GS_678,GS_Gansu,8,{'3.25': 8},3.25,GS_678_1.jpg;GS_678_2.jpg;GS_678_3.jpg,test
GS_679,GS_Gansu,8,{'3.75': 8},3.75,GS_679_1.jpg;GS_679_2.jpg;GS_679_3.jpg,train
GS_68,GS_Gansu,8,{'4.0': 8},4.0,GS_68_1.jpg;GS_68_2.jpg;GS_68_3.jpg,train
GS_680,GS_Gansu,8,{'3.25': 8},3.25,GS_680_1.jpg;GS_680_2.jpg;GS_680_3.jpg,train
GS_681,GS_Gansu,8,{'3.75': 8},3.75,GS_681_1.jpg;GS_681_2.jpg;GS_681_3.jpg,train
GS_682,GS_Gansu,5,{'3.25': 5},3.25,GS_682_1.jpg;GS_682_2.jpg;GS_682_3.jpg,train
GS_683,GS_Gansu,5,{'3.5': 5},3.5,GS_683_1.jpg;GS_683_2.jpg;GS_683_3.jpg,train
GS_684,GS_Gansu,8,{'3.5': 8},3.5,GS_684_1.jpg;GS_684_2.jpg;GS_684_3.jpg,train
GS_685,GS_Gansu,8,{'3.25': 8},3.25,GS_685_1.jpg;GS_685_2.jpg;GS_685_3.jpg,val
GS_686,GS_Gansu,7,{'3.5': 7},3.5,GS_686_1.jpg;GS_686_2.jpg;GS_686_3.jpg,train
GS_687,GS_Gansu,8,{'3.75': 8},3.75,GS_687_1.jpg;GS_687_2.jpg;GS_687_3.jpg,val
GS_688,GS_Gansu,8,{'3.5': 8},3.5,GS_688_1.jpg;GS_688_2.jpg;GS_688_3.jpg,train
GS_689,GS_Gansu,8,{'3.5': 8},3.5,GS_689_1.jpg;GS_689_2.jpg;GS_689_3.jpg,val
GS_69,GS_Gansu,5,{'4.0': 5},4.0,GS_69_1.jpg;GS_69_2.jpg;GS_69_3.jpg,train
GS_690,GS_Gansu,8,{'3.5': 8},3.5,GS_690_1.jpg;GS_690_2.jpg;GS_690_3.jpg,train
GS_691,GS_Gansu,5,{'3.5': 5},3.5,GS_691_1.jpg;GS_691_2.jpg;GS_691_3.jpg,val
GS_692,GS_Gansu,3,{'3.75': 3},3.75,GS_692_1.jpg;GS_692_2.jpg;GS_692_3.jpg,train
GS_693,GS_Gansu,8,{'3.75': 8},3.75,GS_693_1.jpg;GS_693_2.jpg;GS_693_3.jpg,train
GS_694,GS_Gansu,8,{'3.75': 8},3.75,GS_694_1.jpg;GS_694_2.jpg;GS_694_3.jpg,val
GS_695,GS_Gansu,4,{'3.5': 4},3.5,GS_695_1.jpg;GS_695_2.jpg;GS_695_3.jpg,train
GS_696,GS_Gansu,4,{'3.5': 4},3.5,GS_696_1.jpg;GS_696_2.jpg;GS_696_3.jpg,train
GS_697,GS_Gansu,16,{'3.5': 16},3.5,GS_697_1.jpg;GS_697_10.jpg;GS_697_11.jpg,test
GS_698,GS_Gansu,8,{'4.25': 8},4.25,GS_698_1.jpg;GS_698_2.jpg;GS_698_3.jpg,train
GS_699,GS_Gansu,8,{'3.25': 8},3.25,GS_699_1.jpg;GS_699_2.jpg;GS_699_3.jpg,train
GS_7,GS_Gansu,9,{'4.25': 9},4.25,GS_7_1.jpg;GS_7_2.jpg;GS_7_3.jpg,train
GS_70,GS_Gansu,9,{'4.0': 9},4.0,GS_70_1.jpg;GS_70_2.jpg;GS_70_3.jpg,train
GS_700,GS_Gansu,8,{'3.25': 8},3.25,GS_700_1.jpg;GS_700_2.jpg;GS_700_3.jpg,train
GS_701,GS_Gansu,8,{'3.75': 8},3.75,GS_701_1.jpg;GS_701_2.jpg;GS_701_3.jpg,train
GS_702,GS_Gansu,8,{'3.5': 8},3.5,GS_702_1.jpg;GS_702_2.jpg;GS_702_3.jpg,val
GS_703,GS_Gansu,9,{'3.5': 9},3.5,GS_703_1.jpg;GS_703_2.jpg;GS_703_3.jpg,train
GS_704,GS_Gansu,8,{'4.0': 8},4.0,GS_704_1.jpg;GS_704_2.jpg;GS_704_3.jpg,val
GS_705,GS_Gansu,13,{'4.0': 13},4.0,GS_705_1.jpg;GS_705_10.jpg;GS_705_11.jpg,train
GS_706,GS_Gansu,8,{'3.75': 8},3.75,GS_706_1.jpg;GS_706_2.jpg;GS_706_3.jpg,val
GS_707,GS_Gansu,8,{'4.25': 8},4.25,GS_707_1.jpg;GS_707_2.jpg;GS_707_3.jpg,test
GS_708,GS_Gansu,8,{'3.5': 8},3.5,GS_708_1.jpg;GS_708_2.jpg;GS_708_3.jpg,train
GS_709,GS_Gansu,8,{'3.75': 8},3.75,GS_709_1.jpg;GS_709_2.jpg;GS_709_3.jpg,train
GS_71,GS_Gansu,4,{'4.0': 4},4.0,GS_71_1.jpg;GS_71_2.jpg;GS_71_3.jpg,val
GS_710,GS_Gansu,8,{'3.25': 8},3.25,GS_710_1.jpg;GS_710_2.jpg;GS_710_3.jpg,train
GS_711,GS_Gansu,8,{'3.75': 8},3.75,GS_711_1.jpg;GS_711_2.jpg;GS_711_3.jpg,val
GS_712,GS_Gansu,8,{'3.75': 8},3.75,GS_712_1.jpg;GS_712_2.jpg;GS_712_3.jpg,train
GS_713,GS_Gansu,8,{'3.75': 8},3.75,GS_713_1.jpg;GS_713_2.jpg;GS_713_3.jpg,train
GS_714,GS_Gansu,12,{'3.5': 12},3.5,GS_714_1.jpg;GS_714_10.jpg;GS_714_11.jpg,train
GS_715,GS_Gansu,8,{'3.5': 8},3.5,GS_715_1.jpg;GS_715_2.jpg;GS_715_3.jpg,train
GS_716,GS_Gansu,8,{'4.0': 8},4.0,GS_716_1.jpg;GS_716_2.jpg;GS_716_3.jpg,train
GS_717,GS_Gansu,5,{'3.75': 5},3.75,GS_717_1.jpg;GS_717_2.jpg;GS_717_3.jpg,train
GS_718,GS_Gansu,8,{'4.0': 8},4.0,GS_718_1.jpg;GS_718_2.jpg;GS_718_3.jpg,train
GS_719,GS_Gansu,11,{'4.0': 11},4.0,GS_719_1.jpg;GS_719_10.jpg;GS_719_11.jpg,train
GS_72,GS_Gansu,10,{'4.25': 10},4.25,GS_72_1.jpg;GS_72_10.jpg;GS_72_2.jpg,train
GS_720,GS_Gansu,8,{'3.25': 8},3.25,GS_720_1.jpg;GS_720_2.jpg;GS_720_3.jpg,train
GS_721,GS_Gansu,8,{'3.5': 8},3.5,GS_721_1.jpg;GS_721_2.jpg;GS_721_3.jpg,train
GS_722,GS_Gansu,8,{'3.5': 8},3.5,GS_722_1.jpg;GS_722_2.jpg;GS_722_3.jpg,train
GS_723,GS_Gansu,8,{'3.5': 8},3.5,GS_723_1.jpg;GS_723_2.jpg;GS_723_3.jpg,train
GS_724,GS_Gansu,8,{'3.75': 8},3.75,GS_724_1.jpg;GS_724_2.jpg;GS_724_3.jpg,val
GS_725,GS_Gansu,8,{'3.75': 8},3.75,GS_725_1.jpg;GS_725_2.jpg;GS_725_3.jpg,train
GS_726,GS_Gansu,8,{'3.75': 8},3.75,GS_726_1.jpg;GS_726_2.jpg;GS_726_3.jpg,train
GS_727,GS_Gansu,8,{'3.75': 8},3.75,GS_727_1.jpg;GS_727_2.jpg;GS_727_3.jpg,train
GS_728,GS_Gansu,8,{'3.75': 8},3.75,GS_728_1.jpg;GS_728_2.jpg;GS_728_3.jpg,val
GS_729,GS_Gansu,9,{'3.75': 9},3.75,GS_729_1.jpg;GS_729_2.jpg;GS_729_3.jpg,val
GS_73,GS_Gansu,8,{'4.25': 8},4.25,GS_73_1.jpg;GS_73_2.jpg;GS_73_3.jpg,train
GS_730,GS_Gansu,8,{'3.75': 8},3.75,GS_730_1.jpg;GS_730_2.jpg;GS_730_3.jpg,val
GS_731,GS_Gansu,8,{'4.0': 8},4.0,GS_731_1.jpg;GS_731_2.jpg;GS_731_3.jpg,train
GS_732,GS_Gansu,8,{'4.0': 8},4.0,GS_732_1.jpg;GS_732_2.jpg;GS_732_3.jpg,train
GS_733,GS_Gansu,8,{'3.25': 8},3.25,GS_733_1.jpg;GS_733_2.jpg;GS_733_3.jpg,train
GS_734,GS_Gansu,8,{'3.25': 8},3.25,GS_734_1.jpg;GS_734_2.jpg;GS_734_3.jpg,test
GS_735,GS_Gansu,8,{'3.75': 8},3.75,GS_735_1.jpg;GS_735_2.jpg;GS_735_3.jpg,train
GS_736,GS_Gansu,8,{'3.5': 8},3.5,GS_736_1.jpg;GS_736_2.jpg;GS_736_3.jpg,train
GS_737,GS_Gansu,8,{'3.25': 8},3.25,GS_737_1.jpg;GS_737_2.jpg;GS_737_3.jpg,train
GS_738,GS_Gansu,6,{'3.75': 6},3.75,GS_738_1.jpg;GS_738_2.jpg;GS_738_3.jpg,train
GS_739,GS_Gansu,8,{'3.5': 8},3.5,GS_739_1.jpg;GS_739_2.jpg;GS_739_3.jpg,test
GS_74,GS_Gansu,8,{'4.25': 8},4.25,GS_74_1.jpg;GS_74_2.jpg;GS_74_3.jpg,train
GS_740,GS_Gansu,8,{'3.5': 8},3.5,GS_740_1.jpg;GS_740_2.jpg;GS_740_3.jpg,train
GS_741,GS_Gansu,5,{'3.25': 5},3.25,GS_741_1.jpg;GS_741_2.jpg;GS_741_3.jpg,train
GS_742,GS_Gansu,5,{'3.25': 5},3.25,GS_742_1.jpg;GS_742_2.jpg;GS_742_3.jpg,train
GS_743,GS_Gansu,8,{'3.25': 8},3.25,GS_743_1.jpg;GS_743_2.jpg;GS_743_3.jpg,train
GS_744,GS_Gansu,8,{'3.5': 8},3.5,GS_744_1.jpg;GS_744_2.jpg;GS_744_3.jpg,val
GS_745,GS_Gansu,4,{'3.5': 4},3.5,GS_745_1.jpg;GS_745_2.jpg;GS_745_3.jpg,train
GS_746,GS_Gansu,5,{'3.75': 5},3.75,GS_746_1.jpg;GS_746_2.jpg;GS_746_3.jpg,train
GS_747,GS_Gansu,8,{'3.75': 8},3.75,GS_747_1.jpg;GS_747_2.jpg;GS_747_3.jpg,val
GS_748,GS_Gansu,8,{'3.5': 8},3.5,GS_748_1.jpg;GS_748_2.jpg;GS_748_3.jpg,train
GS_749,GS_Gansu,8,{'3.5': 8},3.5,GS_749_1.jpg;GS_749_2.jpg;GS_749_3.jpg,train
GS_75,GS_Gansu,6,{'4.25': 6},4.25,GS_75_1.jpg;GS_75_2.jpg;GS_75_3.jpg,test
GS_750,GS_Gansu,8,{'3.75': 8},3.75,GS_750_1.jpg;GS_750_2.jpg;GS_750_3.jpg,train
GS_751,GS_Gansu,8,{'3.5': 8},3.5,GS_751_1.jpg;GS_751_2.jpg;GS_751_3.jpg,train
GS_752,GS_Gansu,7,{'3.75': 7},3.75,GS_752_1.jpg;GS_752_2.jpg;GS_752_3.jpg,train
GS_753,GS_Gansu,7,{'3.25': 7},3.25,GS_753_1.jpg;GS_753_2.jpg;GS_753_3.jpg,train
GS_754,GS_Gansu,8,{'3.5': 8},3.5,GS_754_1.jpg;GS_754_2.jpg;GS_754_3.jpg,train
GS_755,GS_Gansu,6,{'3.25': 6},3.25,GS_755_1.jpg;GS_755_2.jpg;GS_755_3.jpg,train
GS_756,GS_Gansu,8,{'3.25': 8},3.25,GS_756_1.jpg;GS_756_2.jpg;GS_756_3.jpg,val
