sample_id,dataset,dataset_role,image_path,mask_path,category_or_subset,burst_or_session,metadata
sample_0164,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690273361_03-22-41_13_1.jpg,,Behavior_Feeding_head_up,cow_13_cam_1,"{""behavior"": ""Feeding_head_up"", ""cow_id"": 13, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T08:22:41Z""}"
sample_0165,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690321076_16-37-56_16_4.jpg,,Behavior_Walking,cow_16_cam_4,"{""behavior"": ""Walking"", ""cow_id"": 16, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T21:37:56Z""}"
sample_0166,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690287011_07-10-11_9_1.jpg,,Behavior_Walking,cow_9_cam_1,"{""behavior"": ""Walking"", ""cow_id"": 9, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T12:10:11Z""}"
sample_0167,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690317071_15-31-11_7_2.jpg,,Behavior_Walking,cow_7_cam_2,"{""behavior"": ""Walking"", ""cow_id"": 7, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T20:31:11Z""}"
sample_0168,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690320071_16-21-11_9_2.jpg,,Behavior_Walking,cow_9_cam_2,"{""behavior"": ""Walking"", ""cow_id"": 9, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T21:21:11Z""}"
sample_0169,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690337096_21-04-56_4_3.jpg,,Behavior_Walking,cow_4_cam_3,"{""behavior"": ""Walking"", ""cow_id"": 4, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-26T02:04:56Z""}"
sample_0170,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690277051_04-24-11_6_2.jpg,,Behavior_Walking,cow_6_cam_2,"{""behavior"": ""Walking"", ""cow_id"": 6, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T09:24:11Z""}"
sample_0171,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690289531_07-52-11_5_2.jpg,,Behavior_Walking,cow_5_cam_2,"{""behavior"": ""Walking"", ""cow_id"": 5, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T12:52:11Z""}"
sample_0172,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690306376_12-32-56_6_3.jpg,,Behavior_Walking,cow_6_cam_3,"{""behavior"": ""Walking"", ""cow_id"": 6, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-25T17:32:56Z""}"
sample_0173,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690273496_03-24-56_13_2.jpg,,Behavior_Walking,cow_13_cam_2,"{""behavior"": ""Walking"", ""cow_id"": 13, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T08:24:56Z""}"
sample_0174,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690300016_10-46-56_10_1.jpg,,Behavior_Walking,cow_10_cam_1,"{""behavior"": ""Walking"", ""cow_id"": 10, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T15:46:56Z""}"
sample_0175,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690320506_16-28-26_16_4.jpg,,Behavior_Walking,cow_16_cam_4,"{""behavior"": ""Walking"", ""cow_id"": 16, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T21:28:26Z""}"
sample_0176,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690319861_16-17-41_12_2.jpg,,Behavior_Walking,cow_12_cam_2,"{""behavior"": ""Walking"", ""cow_id"": 12, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T21:17:41Z""}"
sample_0177,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690274411_03-40-11_9_4.jpg,,Behavior_Walking,cow_9_cam_4,"{""behavior"": ""Walking"", ""cow_id"": 9, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T08:40:11Z""}"
sample_0178,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690331066_19-24-26_16_4.jpg,,Behavior_Walking,cow_16_cam_4,"{""behavior"": ""Walking"", ""cow_id"": 16, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-26T00:24:26Z""}"
sample_0179,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690272791_03-13-11_1_1.jpg,,Behavior_Drinking,cow_1_cam_1,"{""behavior"": ""Drinking"", ""cow_id"": 1, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T08:13:11Z""}"
sample_0180,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690289861_07-57-41_15_4.jpg,,Behavior_Drinking,cow_15_cam_4,"{""behavior"": ""Drinking"", ""cow_id"": 15, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T12:57:41Z""}"
sample_0181,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690305881_12-24-41_6_1.jpg,,Behavior_Drinking,cow_6_cam_1,"{""behavior"": ""Drinking"", ""cow_id"": 6, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T17:24:41Z""}"
sample_0182,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690301786_11-16-26_10_3.jpg,,Behavior_Drinking,cow_10_cam_3,"{""behavior"": ""Drinking"", ""cow_id"": 10, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-25T16:16:26Z""}"
sample_0183,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690274876_03-47-56_15_1.jpg,,Behavior_Drinking,cow_15_cam_1,"{""behavior"": ""Drinking"", ""cow_id"": 15, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T08:47:56Z""}"
sample_0184,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690335191_20-33-11_8_2.jpg,,Behavior_Drinking,cow_8_cam_2,"{""behavior"": ""Drinking"", ""cow_id"": 8, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-26T01:33:11Z""}"
sample_0185,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690303901_11-51-41_3_1.jpg,,Behavior_Drinking,cow_3_cam_1,"{""behavior"": ""Drinking"", ""cow_id"": 3, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T16:51:41Z""}"
sample_0186,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690326401_18-06-41_3_3.jpg,,Behavior_Drinking,cow_3_cam_3,"{""behavior"": ""Drinking"", ""cow_id"": 3, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-25T23:06:41Z""}"
sample_0187,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690309946_13-32-26_12_2.jpg,,Behavior_Drinking,cow_12_cam_2,"{""behavior"": ""Drinking"", ""cow_id"": 12, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T18:32:26Z""}"
sample_0188,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690280081_05-14-41_8_2.jpg,,Behavior_Drinking,cow_8_cam_2,"{""behavior"": ""Drinking"", ""cow_id"": 8, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T10:14:41Z""}"
sample_0189,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690327586_18-26-26_15_2.jpg,,Behavior_Drinking,cow_15_cam_2,"{""behavior"": ""Drinking"", ""cow_id"": 15, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T23:26:26Z""}"
sample_0190,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690342541_22-35-41_11_4.jpg,,Behavior_Licking,cow_11_cam_4,"{""behavior"": ""Licking"", ""cow_id"": 11, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-26T03:35:41Z""}"
sample_0191,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690282391_05-53-11_7_3.jpg,,Behavior_Licking,cow_7_cam_3,"{""behavior"": ""Licking"", ""cow_id"": 7, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-25T10:53:11Z""}"
sample_0192,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690281881_05-44-41_7_2.jpg,,Behavior_Licking,cow_7_cam_2,"{""behavior"": ""Licking"", ""cow_id"": 7, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T10:44:41Z""}"
sample_0193,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690340261_21-57-41_15_3.jpg,,Behavior_Licking,cow_15_cam_3,"{""behavior"": ""Licking"", ""cow_id"": 15, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-26T02:57:41Z""}"
sample_0194,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690282031_05-47-11_7_2.jpg,,Behavior_Licking,cow_7_cam_2,"{""behavior"": ""Licking"", ""cow_id"": 7, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T10:47:11Z""}"
sample_0195,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690282631_05-57-11_7_2.jpg,,Behavior_Licking,cow_7_cam_2,"{""behavior"": ""Licking"", ""cow_id"": 7, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T10:57:11Z""}"
sample_0196,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690328831_18-47-11_7_4.jpg,,Behavior_Licking,cow_7_cam_4,"{""behavior"": ""Licking"", ""cow_id"": 7, ""camera_id"": 4, ""timestamp_iso"": ""2023-07-25T23:47:11Z""}"
sample_0197,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690282016_05-46-56_7_2.jpg,,Behavior_Licking,cow_7_cam_2,"{""behavior"": ""Licking"", ""cow_id"": 7, ""camera_id"": 2, ""timestamp_iso"": ""2023-07-25T10:46:56Z""}"
sample_0198,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690282796_05-59-56_7_1.jpg,,Behavior_Licking,cow_7_cam_1,"{""behavior"": ""Licking"", ""cow_id"": 7, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T10:59:56Z""}"
sample_0199,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690282406_05-53-26_7_3.jpg,,Behavior_Licking,cow_7_cam_3,"{""behavior"": ""Licking"", ""cow_id"": 7, ""camera_id"": 3, ""timestamp_iso"": ""2023-07-25T10:53:26Z""}"
sample_0200,MmCows,Behavior (Primary),datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690314896_14-54-56_15_1.jpg,,Behavior_Licking,cow_15_cam_1,"{""behavior"": ""Licking"", ""cow_id"": 15, ""camera_id"": 1, ""timestamp_iso"": ""2023-07-25T19:54:56Z""}"
sample_0201,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/503/503_0130.jpg,datasets/id/external/sideviewcows2026/parlor/masks/503/503_0130.png,ReID_parlor,parlor_cow_0503_sess_007,"{""subset"": ""parlor"", ""individual_id"": 503, ""frame_no"": 130, ""recording_id"": ""parlor_cow_0503_sess_007""}"
sample_0202,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/962/962_0113.jpg,datasets/id/external/sideviewcows2026/parlor/masks/962/962_0113.png,ReID_parlor,parlor_cow_0962_sess_008,"{""subset"": ""parlor"", ""individual_id"": 962, ""frame_no"": 113, ""recording_id"": ""parlor_cow_0962_sess_008""}"
sample_0203,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/733/733_0514.jpg,datasets/id/external/sideviewcows2026/parlor/masks/733/733_0514.png,ReID_parlor,parlor_cow_0733_sess_050,"{""subset"": ""parlor"", ""individual_id"": 733, ""frame_no"": 514, ""recording_id"": ""parlor_cow_0733_sess_050""}"
sample_0204,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/871/871_0057.jpg,datasets/id/external/sideviewcows2026/parlor/masks/871/871_0057.png,ReID_parlor,parlor_cow_0871_sess_006,"{""subset"": ""parlor"", ""individual_id"": 871, ""frame_no"": 57, ""recording_id"": ""parlor_cow_0871_sess_006""}"
sample_0205,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/442/442_0333.jpg,datasets/id/external/sideviewcows2026/parlor/masks/442/442_0333.png,ReID_parlor,parlor_cow_0442_sess_022,"{""subset"": ""parlor"", ""individual_id"": 442, ""frame_no"": 333, ""recording_id"": ""parlor_cow_0442_sess_022""}"
sample_0206,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/275/275_0115.jpg,datasets/id/external/sideviewcows2026/parlor/masks/275/275_0115.png,ReID_parlor,parlor_cow_0275_sess_006,"{""subset"": ""parlor"", ""individual_id"": 275, ""frame_no"": 115, ""recording_id"": ""parlor_cow_0275_sess_006""}"
sample_0207,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/733/733_0190.jpg,datasets/id/external/sideviewcows2026/parlor/masks/733/733_0190.png,ReID_parlor,parlor_cow_0733_sess_015,"{""subset"": ""parlor"", ""individual_id"": 733, ""frame_no"": 190, ""recording_id"": ""parlor_cow_0733_sess_015""}"
sample_0208,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/680/680_0155.jpg,datasets/id/external/sideviewcows2026/parlor/masks/680/680_0155.png,ReID_parlor,parlor_cow_0680_sess_007,"{""subset"": ""parlor"", ""individual_id"": 680, ""frame_no"": 155, ""recording_id"": ""parlor_cow_0680_sess_007""}"
sample_0209,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/887/887_0366.jpg,datasets/id/external/sideviewcows2026/parlor/masks/887/887_0366.png,ReID_parlor,parlor_cow_0887_sess_018,"{""subset"": ""parlor"", ""individual_id"": 887, ""frame_no"": 366, ""recording_id"": ""parlor_cow_0887_sess_018""}"
sample_0210,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/887/887_0547.jpg,datasets/id/external/sideviewcows2026/parlor/masks/887/887_0547.png,ReID_parlor,parlor_cow_0887_sess_029,"{""subset"": ""parlor"", ""individual_id"": 887, ""frame_no"": 547, ""recording_id"": ""parlor_cow_0887_sess_029""}"
sample_0211,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/375/375_0152.jpg,datasets/id/external/sideviewcows2026/parlor/masks/375/375_0152.png,ReID_parlor,parlor_cow_0375_sess_005,"{""subset"": ""parlor"", ""individual_id"": 375, ""frame_no"": 152, ""recording_id"": ""parlor_cow_0375_sess_005""}"
sample_0212,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/444/444_0037.jpg,datasets/id/external/sideviewcows2026/parlor/masks/444/444_0037.png,ReID_parlor,parlor_cow_0444_sess_004,"{""subset"": ""parlor"", ""individual_id"": 444, ""frame_no"": 37, ""recording_id"": ""parlor_cow_0444_sess_004""}"
sample_0213,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/955/955_0413.jpg,datasets/id/external/sideviewcows2026/parlor/masks/955/955_0413.png,ReID_parlor,parlor_cow_0955_sess_023,"{""subset"": ""parlor"", ""individual_id"": 955, ""frame_no"": 413, ""recording_id"": ""parlor_cow_0955_sess_023""}"
sample_0214,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/828/828_0168.jpg,datasets/id/external/sideviewcows2026/parlor/masks/828/828_0168.png,ReID_parlor,parlor_cow_0828_sess_012,"{""subset"": ""parlor"", ""individual_id"": 828, ""frame_no"": 168, ""recording_id"": ""parlor_cow_0828_sess_012""}"
sample_0215,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/275/275_0060.jpg,datasets/id/external/sideviewcows2026/parlor/masks/275/275_0060.png,ReID_parlor,parlor_cow_0275_sess_005,"{""subset"": ""parlor"", ""individual_id"": 275, ""frame_no"": 60, ""recording_id"": ""parlor_cow_0275_sess_005""}"
sample_0216,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/488/488_1058.jpg,datasets/id/external/sideviewcows2026/parlor/masks/488/488_1058.png,ReID_parlor,parlor_cow_0488_sess_059,"{""subset"": ""parlor"", ""individual_id"": 488, ""frame_no"": 1058, ""recording_id"": ""parlor_cow_0488_sess_059""}"
sample_0217,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/934/934_0298.jpg,datasets/id/external/sideviewcows2026/parlor/masks/934/934_0298.png,ReID_parlor,parlor_cow_0934_sess_019,"{""subset"": ""parlor"", ""individual_id"": 934, ""frame_no"": 298, ""recording_id"": ""parlor_cow_0934_sess_019""}"
sample_0218,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/920/920_0061.jpg,datasets/id/external/sideviewcows2026/parlor/masks/920/920_0061.png,ReID_parlor,parlor_cow_0920_sess_004,"{""subset"": ""parlor"", ""individual_id"": 920, ""frame_no"": 61, ""recording_id"": ""parlor_cow_0920_sess_004""}"
sample_0219,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/192/192_0441.jpg,datasets/id/external/sideviewcows2026/parlor/masks/192/192_0441.png,ReID_parlor,parlor_cow_0192_sess_020,"{""subset"": ""parlor"", ""individual_id"": 192, ""frame_no"": 441, ""recording_id"": ""parlor_cow_0192_sess_020""}"
sample_0220,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/633/633_0562.jpg,datasets/id/external/sideviewcows2026/parlor/masks/633/633_0562.png,ReID_parlor,parlor_cow_0633_sess_033,"{""subset"": ""parlor"", ""individual_id"": 633, ""frame_no"": 562, ""recording_id"": ""parlor_cow_0633_sess_033""}"
sample_0221,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/406/406_0034.jpg,datasets/id/external/sideviewcows2026/parlor/masks/406/406_0034.png,ReID_parlor,parlor_cow_0406_sess_003,"{""subset"": ""parlor"", ""individual_id"": 406, ""frame_no"": 34, ""recording_id"": ""parlor_cow_0406_sess_003""}"
sample_0222,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/544/544_0057.jpg,datasets/id/external/sideviewcows2026/parlor/masks/544/544_0057.png,ReID_parlor,parlor_cow_0544_sess_004,"{""subset"": ""parlor"", ""individual_id"": 544, ""frame_no"": 57, ""recording_id"": ""parlor_cow_0544_sess_004""}"
sample_0223,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/168/168_0202.jpg,datasets/id/external/sideviewcows2026/parlor/masks/168/168_0202.png,ReID_parlor,parlor_cow_0168_sess_013,"{""subset"": ""parlor"", ""individual_id"": 168, ""frame_no"": 202, ""recording_id"": ""parlor_cow_0168_sess_013""}"
sample_0224,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/545/545_0243.jpg,datasets/id/external/sideviewcows2026/parlor/masks/545/545_0243.png,ReID_parlor,parlor_cow_0545_sess_013,"{""subset"": ""parlor"", ""individual_id"": 545, ""frame_no"": 243, ""recording_id"": ""parlor_cow_0545_sess_013""}"
sample_0225,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/436/436_0040.jpg,datasets/id/external/sideviewcows2026/parlor/masks/436/436_0040.png,ReID_parlor,parlor_cow_0436_sess_002,"{""subset"": ""parlor"", ""individual_id"": 436, ""frame_no"": 40, ""recording_id"": ""parlor_cow_0436_sess_002""}"
sample_0226,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/828/828_0214.jpg,datasets/id/external/sideviewcows2026/parlor/masks/828/828_0214.png,ReID_parlor,parlor_cow_0828_sess_016,"{""subset"": ""parlor"", ""individual_id"": 828, ""frame_no"": 214, ""recording_id"": ""parlor_cow_0828_sess_016""}"
sample_0227,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/403/403_0244.jpg,datasets/id/external/sideviewcows2026/parlor/masks/403/403_0244.png,ReID_parlor,parlor_cow_0403_sess_015,"{""subset"": ""parlor"", ""individual_id"": 403, ""frame_no"": 244, ""recording_id"": ""parlor_cow_0403_sess_015""}"
sample_0228,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/367/367_0191.jpg,datasets/id/external/sideviewcows2026/parlor/masks/367/367_0191.png,ReID_parlor,parlor_cow_0367_sess_014,"{""subset"": ""parlor"", ""individual_id"": 367, ""frame_no"": 191, ""recording_id"": ""parlor_cow_0367_sess_014""}"
sample_0229,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/320/320_0774.jpg,datasets/id/external/sideviewcows2026/parlor/masks/320/320_0774.png,ReID_parlor,parlor_cow_0320_sess_048,"{""subset"": ""parlor"", ""individual_id"": 320, ""frame_no"": 774, ""recording_id"": ""parlor_cow_0320_sess_048""}"
sample_0230,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/323/323_0050.jpg,datasets/id/external/sideviewcows2026/parlor/masks/323/323_0050.png,ReID_parlor,parlor_cow_0323_sess_003,"{""subset"": ""parlor"", ""individual_id"": 323, ""frame_no"": 50, ""recording_id"": ""parlor_cow_0323_sess_003""}"
sample_0231,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/737/737_0132.jpg,datasets/id/external/sideviewcows2026/parlor/masks/737/737_0132.png,ReID_parlor,parlor_cow_0737_sess_008,"{""subset"": ""parlor"", ""individual_id"": 737, ""frame_no"": 132, ""recording_id"": ""parlor_cow_0737_sess_008""}"
sample_0232,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/355/355_0372.jpg,datasets/id/external/sideviewcows2026/parlor/masks/355/355_0372.png,ReID_parlor,parlor_cow_0355_sess_032,"{""subset"": ""parlor"", ""individual_id"": 355, ""frame_no"": 372, ""recording_id"": ""parlor_cow_0355_sess_032""}"
sample_0233,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/207/207_0024.jpg,datasets/id/external/sideviewcows2026/parlor/masks/207/207_0024.png,ReID_parlor,parlor_cow_0207_sess_001,"{""subset"": ""parlor"", ""individual_id"": 207, ""frame_no"": 24, ""recording_id"": ""parlor_cow_0207_sess_001""}"
sample_0234,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/700/700_0490.jpg,datasets/id/external/sideviewcows2026/parlor/masks/700/700_0490.png,ReID_parlor,parlor_cow_0700_sess_027,"{""subset"": ""parlor"", ""individual_id"": 700, ""frame_no"": 490, ""recording_id"": ""parlor_cow_0700_sess_027""}"
sample_0235,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/909/909_0364.jpg,datasets/id/external/sideviewcows2026/parlor/masks/909/909_0364.png,ReID_parlor,parlor_cow_0909_sess_034,"{""subset"": ""parlor"", ""individual_id"": 909, ""frame_no"": 364, ""recording_id"": ""parlor_cow_0909_sess_034""}"
sample_0236,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/374/374_0005.jpg,datasets/id/external/sideviewcows2026/parlor/masks/374/374_0005.png,ReID_parlor,parlor_cow_0374_sess_001,"{""subset"": ""parlor"", ""individual_id"": 374, ""frame_no"": 5, ""recording_id"": ""parlor_cow_0374_sess_001""}"
sample_0237,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/958/958_0178.jpg,datasets/id/external/sideviewcows2026/parlor/masks/958/958_0178.png,ReID_parlor,parlor_cow_0958_sess_009,"{""subset"": ""parlor"", ""individual_id"": 958, ""frame_no"": 178, ""recording_id"": ""parlor_cow_0958_sess_009""}"
sample_0238,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/975/975_0183.jpg,datasets/id/external/sideviewcows2026/parlor/masks/975/975_0183.png,ReID_parlor,parlor_cow_0975_sess_007,"{""subset"": ""parlor"", ""individual_id"": 975, ""frame_no"": 183, ""recording_id"": ""parlor_cow_0975_sess_007""}"
sample_0239,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/345/345_0354.jpg,datasets/id/external/sideviewcows2026/parlor/masks/345/345_0354.png,ReID_parlor,parlor_cow_0345_sess_016,"{""subset"": ""parlor"", ""individual_id"": 345, ""frame_no"": 354, ""recording_id"": ""parlor_cow_0345_sess_016""}"
sample_0240,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/parlor/images/823/823_0012.jpg,datasets/id/external/sideviewcows2026/parlor/masks/823/823_0012.png,ReID_parlor,parlor_cow_0823_sess_001,"{""subset"": ""parlor"", ""individual_id"": 823, ""frame_no"": 12, ""recording_id"": ""parlor_cow_0823_sess_001""}"
sample_0241,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/687/687_0022.jpg,datasets/id/external/sideviewcows2026/barn/masks/687/687_0022.png,ReID_barn,barn_cow_0687_sess_001,"{""subset"": ""barn"", ""individual_id"": 687, ""frame_no"": 22, ""recording_id"": ""barn_cow_0687_sess_001""}"
sample_0242,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/491/491_0086.jpg,datasets/id/external/sideviewcows2026/barn/masks/491/491_0086.png,ReID_barn,barn_cow_0491_sess_001,"{""subset"": ""barn"", ""individual_id"": 491, ""frame_no"": 86, ""recording_id"": ""barn_cow_0491_sess_001""}"
sample_0243,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/128/128_0217.jpg,datasets/id/external/sideviewcows2026/barn/masks/128/128_0217.png,ReID_barn,barn_cow_0128_sess_001,"{""subset"": ""barn"", ""individual_id"": 128, ""frame_no"": 217, ""recording_id"": ""barn_cow_0128_sess_001""}"
sample_0244,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/594/594_0847.jpg,datasets/id/external/sideviewcows2026/barn/masks/594/594_0847.png,ReID_barn,barn_cow_0594_sess_002,"{""subset"": ""barn"", ""individual_id"": 594, ""frame_no"": 847, ""recording_id"": ""barn_cow_0594_sess_002""}"
sample_0245,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/320/320_0011.jpg,datasets/id/external/sideviewcows2026/barn/masks/320/320_0011.png,ReID_barn,barn_cow_0320_sess_001,"{""subset"": ""barn"", ""individual_id"": 320, ""frame_no"": 11, ""recording_id"": ""barn_cow_0320_sess_001""}"
