sample_id,dataset,source_image_path,provenance_group,cow_or_identity_id_if_available,session_or_timeblock_if_available,viewpoint,occlusion,body_cutoff,multiple_cows,review_status
vp1k_0279,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690339586_21-46-26_12_4.jpg,ev_1690339586_c12,cow_12,tb_3_cam_4,unknown / ambiguous,severe,none,no,human_verified
vp1k_0280,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690282241_05-50-41_5_3.jpg,ev_1690282241_c5,cow_5,tb_2_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0281,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690287146_07-12-26_2_2.jpg,ev_1690287146_c2,cow_2,tb_2_cam_2,unknown / ambiguous,none,none,no,human_verified
vp1k_0282,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690319816_16-16-56_7_3.jpg,ev_1690319816_c7,cow_7,tb_3_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0283,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_1993_5.jpg,YM_burst_1102,,YM_Farm2/YM_1993,rear,none,none,no,human_verified
vp1k_0284,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/323/323_0216.jpg,parlor_cow_0323_sess_009,cow_323,parlor/parlor_cow_0323_sess_009,side,none,partial,yes,human_verified
vp1k_0285,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/529/529_0382.jpg,parlor_cow_0529_sess_018,cow_529,parlor/parlor_cow_0529_sess_018,side,none,partial,no,human_verified
vp1k_0286,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/124/124_0241.jpg,barn_cow_0124_sess_001,cow_124,barn/barn_cow_0124_sess_001,side,none,partial,no,human_verified
vp1k_0287,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/491/491_0050.jpg,parlor_cow_0491_sess_006,cow_491,parlor/parlor_cow_0491_sess_006,side,partial,none,no,human_verified
vp1k_0288,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690337816_21-16-56_9_3.jpg,ev_1690337816_c9,cow_9,tb_3_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0289,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690304981_12-09-41_4_3.jpg,ev_1690304981_c4,cow_4,tb_2_cam_3,side,severe,none,no,human_verified
vp1k_0290,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690275821_04-03-41_11_3.jpg,ev_1690275821_c11,cow_11,tb_1_cam_3,side,severe,none,no,human_verified
vp1k_0291,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690276076_04-07-56_16_3.jpg,ev_1690276076_c16,cow_16,tb_1_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0292,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690279466_05-04-26_12_3.jpg,ev_1690279466_c12,cow_12,tb_1_cam_3,side,none,none,no,human_verified
vp1k_0293,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/436/436_0237.jpg,barn_cow_0436_sess_001,cow_436,barn/barn_cow_0436_sess_001,side,partial,none,no,human_verified
vp1k_0294,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/436/436_0079.jpg,barn_cow_0436_sess_001,cow_436,barn/barn_cow_0436_sess_001,side,partial,none,no,human_verified
vp1k_0295,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/128/128_0249.jpg,barn_cow_0128_sess_001,cow_128,barn/barn_cow_0128_sess_001,side,partial,partial,no,human_verified
vp1k_0296,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690337921_21-18-41_2_2.jpg,ev_1690337921_c2,cow_2,tb_3_cam_2,unknown / ambiguous,severe,partial,yes,human_verified
vp1k_0297,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_258_4.jpg,YM_burst_1232,,YM_Farm2/YM_258,rear,none,none,yes,human_verified
vp1k_0298,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/316/316_0109.jpg,parlor_cow_0316_sess_004,cow_316,parlor/parlor_cow_0316_sess_004,side,partial,partial,no,human_verified
vp1k_0299,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_2599_2.jpg,GS_burst_1769,,GS_Gansu/GS_2599,rear,none,none,no,human_verified
vp1k_0300,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690280681_05-24-41_9_3.jpg,ev_1690280681_c9,cow_9,tb_2_cam_3,front-oblique,partial,none,no,human_verified
vp1k_0301,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_857_3.jpg,YM_burst_1897,,YM_Farm2/YM_857,rear,none,none,no,human_verified
vp1k_0302,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/179/179_0001.jpg,snap_cow_0179_sess_001,cow_179,snapshots/snap_cow_0179_sess_001,side,none,none,no,human_verified
vp1k_0303,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/406/406_0244.jpg,barn_cow_0406_sess_001,cow_406,barn/barn_cow_0406_sess_001,side,none,none,no,human_verified
vp1k_0304,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/843/843_0005.jpg,snap_cow_0843_sess_002,cow_843,snapshots/snap_cow_0843_sess_002,side,none,none,no,human_verified
vp1k_0305,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690276016_04-06-56_10_4.jpg,ev_1690276016_c10,cow_10,tb_1_cam_4,side,none,none,yes,human_verified
vp1k_0306,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/YM_1764_5.jpg,YM_burst_0849,,YM_Farm2/YM_1764,rear,none,none,yes,human_verified
vp1k_0307,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_2485_4.jpg,GS_burst_1643,,GS_Gansu/GS_2485,unknown / ambiguous,none,none,yes,human_verified
vp1k_0308,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690344461_23-07-41_14_4.jpg,ev_1690344461_c14,cow_14,tb_3_cam_4,unknown / ambiguous,severe,none,no,human_verified
vp1k_0309,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/333/333_0241.jpg,barn_cow_0333_sess_001,cow_333,barn/barn_cow_0333_sess_001,side,none,none,no,human_verified
vp1k_0310,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_1976_5.jpg,YM_burst_1083,,YM_Farm2/YM_1976,rear,none,none,yes,human_verified
vp1k_0311,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_1369_4.jpg,YM_burst_0411,,YM_Farm2/YM_1369,rear,none,none,yes,human_verified
vp1k_0312,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_1602_2.jpg,GS_burst_0672,,GS_Gansu/GS_1602,rear,none,none,yes,human_verified
vp1k_0313,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/962/962_0081.jpg,barn_cow_0962_sess_001,cow_962,barn/barn_cow_0962_sess_001,side,none,severe,no,human_verified
vp1k_0314,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690335866_20-44-26_2_2.jpg,ev_1690335866_c2,cow_2,tb_3_cam_2,unknown / ambiguous,severe,severe,yes,human_verified
vp1k_0315,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_2113_3.jpg,GS_burst_1236,,GS_Gansu/GS_2113,unknown / ambiguous,none,none,yes,human_verified
vp1k_0316,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_347_4.jpg,GS_burst_2615,,GS_Gansu/GS_347,rear,none,none,no,human_verified
vp1k_0317,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_164_3.jpg,YM_burst_0711,,YM_Farm2/YM_164,rear,none,none,no,human_verified
vp1k_0318,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/986/986_0087.jpg,barn_cow_0986_sess_001,cow_986,barn/barn_cow_0986_sess_001,side,none,none,no,human_verified
vp1k_0319,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/845/845_0001.jpg,snap_cow_0845_sess_001,cow_845,snapshots/snap_cow_0845_sess_001,side,none,none,no,human_verified
vp1k_0320,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/L-i7015.jpg,STEREO_burst_0145,,STEREO_Farm3/STEREO_blk_145,rear,none,none,no,human_verified
vp1k_0321,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_1548_3.jpg,YM_burst_0609,,YM_Farm2/YM_1548,rear,none,none,no,human_verified
vp1k_0322,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/R-i4144.jpg,STEREO_burst_0084,,STEREO_Farm3/STEREO_blk_084,rear,none,none,no,human_verified
vp1k_0323,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690279466_05-04-26_1_3.jpg,ev_1690279466_c1,cow_1,tb_1_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0324,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_1639_2.jpg,YM_burst_0710,,YM_Farm2/YM_1639,rear,none,none,yes,human_verified
vp1k_0325,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/374/374_0667.jpg,parlor_cow_0374_sess_040,cow_374,parlor/parlor_cow_0374_sess_040,side,none,partial,no,human_verified
vp1k_0326,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/303/303_0313.jpg,parlor_cow_0303_sess_027,cow_303,parlor/parlor_cow_0303_sess_027,side,severe,none,no,human_verified
vp1k_0327,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690343261_22-47-41_11_3.jpg,ev_1690343261_c11,cow_11,tb_3_cam_3,side,severe,partial,no,human_verified
vp1k_0328,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/465/465_0016.jpg,snap_cow_0465_sess_002,cow_465,snapshots/snap_cow_0465_sess_002,side,none,severe,no,human_verified
vp1k_0329,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_67_5.jpg,GS_burst_2973,,GS_Gansu/GS_67,rear,none,severe,no,human_verified
vp1k_0330,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/986/986_0261.jpg,barn_cow_0986_sess_001,cow_986,barn/barn_cow_0986_sess_001,side,none,none,no,human_verified
vp1k_0331,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690313921_14-38-41_4_3.jpg,ev_1690313921_c4,cow_4,tb_2_cam_3,side,none,none,no,human_verified
vp1k_0332,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/436/436_0086.jpg,parlor_cow_0436_sess_004,cow_436,parlor/parlor_cow_0436_sess_004,side,partial,none,no,human_verified
vp1k_0333,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_1964_4.jpg,YM_burst_1070,,YM_Farm2/YM_1964,rear-oblique,none,none,yes,human_verified
vp1k_0334,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/R-i5638.jpg,STEREO_burst_0119,,STEREO_Farm3/STEREO_blk_119,unknown / ambiguous,none,none,yes,human_verified
vp1k_0335,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_201_2.jpg,GS_burst_1121,,GS_Gansu/GS_201,rear,none,none,no,human_verified
vp1k_0336,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_1832_4.jpg,YM_burst_0925,,YM_Farm2/YM_1832,rear,none,none,no,human_verified
vp1k_0337,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/653/653_0260.jpg,parlor_cow_0653_sess_014,cow_653,parlor/parlor_cow_0653_sess_014,side,severe,none,no,human_verified
vp1k_0338,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/853/853_0507.jpg,parlor_cow_0853_sess_030,cow_853,parlor/parlor_cow_0853_sess_030,side,severe,severe,no,human_verified
vp1k_0339,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/817/817_0043.jpg,parlor_cow_0817_sess_006,cow_817,parlor/parlor_cow_0817_sess_006,side,none,severe,no,human_verified
vp1k_0340,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690276871_04-21-11_10_4.jpg,ev_1690276871_c10,cow_10,tb_1_cam_4,side,partial,none,yes,human_verified
vp1k_0341,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690341701_22-21-41_3_3.jpg,ev_1690341701_c3,cow_3,tb_3_cam_3,side,partial,none,yes,human_verified
vp1k_0342,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/547/547_0641.jpg,parlor_cow_0547_sess_035,cow_547,parlor/parlor_cow_0547_sess_035,side,severe,partial,no,human_verified
vp1k_0343,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/920/920_0288.jpg,parlor_cow_0920_sess_016,cow_920,parlor/parlor_cow_0920_sess_016,side,partial,partial,no,human_verified
vp1k_0344,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690343606_22-53-26_8_3.jpg,ev_1690343606_c8,cow_8,tb_3_cam_3,side,severe,none,no,human_verified
vp1k_0345,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_605_5.jpg,GS_burst_2902,,GS_Gansu/GS_605,rear,none,none,no,human_verified
vp1k_0346,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/241/241_0154.jpg,parlor_cow_0241_sess_014,cow_241,parlor/parlor_cow_0241_sess_014,side,partial,none,no,human_verified
vp1k_0347,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690323056_17-10-56_5_3.jpg,ev_1690323056_c5,cow_5,tb_3_cam_3,side,severe,none,no,human_verified
vp1k_0348,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_2726_5.jpg,GS_burst_1911,,GS_Gansu/GS_2726,rear,none,none,no,human_verified
vp1k_0349,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690328696_18-44-56_4_3.jpg,ev_1690328696_c4,cow_4,tb_3_cam_3,side,partial,none,no,human_verified
vp1k_0350,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/687/687_0236.jpg,barn_cow_0687_sess_001,cow_687,barn/barn_cow_0687_sess_001,side,none,severe,no,human_verified
vp1k_0351,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_1164_4.jpg,YM_burst_0185,,YM_Farm2/YM_1164,rear,none,none,no,human_verified
vp1k_0352,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/320/320_0093.jpg,barn_cow_0320_sess_001,cow_320,barn/barn_cow_0320_sess_001,side,none,partial,no,human_verified
vp1k_0353,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690329056_18-50-56_12_3.jpg,ev_1690329056_c12,cow_12,tb_3_cam_3,side,partial,none,no,human_verified
vp1k_0354,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/444/444_0082.jpg,barn_cow_0444_sess_001,cow_444,barn/barn_cow_0444_sess_001,side,partial,none,no,human_verified
vp1k_0355,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/970/970_0207.jpg,parlor_cow_0970_sess_013,cow_970,parlor/parlor_cow_0970_sess_013,side,none,none,no,human_verified
vp1k_0356,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_3146_6.jpg,GS_burst_2378,,GS_Gansu/GS_3146,rear,none,none,no,human_verified
vp1k_0357,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_1000_4.jpg,YM_burst_0004,,YM_Farm2/YM_1000,unknown / ambiguous,none,none,yes,human_verified
vp1k_0358,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690304036_11-53-56_3_2.jpg,ev_1690304036_c3,cow_3,tb_2_cam_2,unknown / ambiguous,none,none,no,human_verified
vp1k_0359,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/749/749_0407.jpg,parlor_cow_0749_sess_026,cow_749,parlor/parlor_cow_0749_sess_026,side,none,none,no,human_verified
vp1k_0360,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_938_4.jpg,YM_burst_1987,,YM_Farm2/YM_938,rear,none,none,no,human_verified
vp1k_0361,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/871/871_0087.jpg,barn_cow_0871_sess_001,cow_871,barn/barn_cow_0871_sess_001,side,none,none,no,human_verified
vp1k_0362,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690301741_11-15-41_10_3.jpg,ev_1690301741_c10,cow_10,tb_2_cam_3,rear,none,none,no,human_verified
vp1k_0363,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_208_4.jpg,GS_burst_1198,,GS_Gansu/GS_208,rear,none,partial,no,human_verified
vp1k_0364,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_1305_5.jpg,YM_burst_0341,,YM_Farm2/YM_1305,rear,none,none,yes,human_verified
vp1k_0365,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/YM_171_2.jpg,YM_burst_0789,,YM_Farm2/YM_171,rear,none,none,no,human_verified
vp1k_0366,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/733/733_0321.jpg,parlor_cow_0733_sess_031,cow_733,parlor/parlor_cow_0733_sess_031,side,none,severe,no,human_verified
vp1k_0367,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_914_4.jpg,YM_burst_1961,,YM_Farm2/YM_914,rear,none,none,no,human_verified
vp1k_0368,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690325471_17-51-11_8_3.jpg,ev_1690325471_c8,cow_8,tb_3_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0369,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690290551_08-09-11_10_3.jpg,ev_1690290551_c10,cow_10,tb_2_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0370,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690322411_17-00-11_16_3.jpg,ev_1690322411_c16,cow_16,tb_3_cam_3,side,severe,none,no,human_verified
vp1k_0371,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/559/559_0277.jpg,parlor_cow_0559_sess_021,cow_559,parlor/parlor_cow_0559_sess_021,side,severe,severe,no,human_verified
vp1k_0372,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690280801_05-26-41_7_3.jpg,ev_1690280801_c7,cow_7,tb_2_cam_3,rear-oblique,none,none,no,human_verified
vp1k_0373,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690298186_10-16-26_16_4.jpg,ev_1690298186_c16,cow_16,tb_2_cam_4,unknown / ambiguous,severe,none,no,human_verified
vp1k_0374,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_95_4.jpg,YM_burst_2000,,YM_Farm2/YM_95,rear,none,none,yes,human_verified
vp1k_0375,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/488/488_0598.jpg,parlor_cow_0488_sess_031,cow_488,parlor/parlor_cow_0488_sess_031,side,severe,none,no,human_verified
vp1k_0376,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/481/481_0086.jpg,barn_cow_0481_sess_001,cow_481,barn/barn_cow_0481_sess_001,side,none,none,no,human_verified
vp1k_0377,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_2016_3.jpg,GS_burst_1128,,GS_Gansu/GS_2016,rear,none,none,no,human_verified
vp1k_0378,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_349_4.jpg,YM_burst_1333,,YM_Farm2/YM_349,rear,none,none,yes,human_verified
vp1k_0379,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690288826_07-40-26_4_3.jpg,ev_1690288826_c4,cow_4,tb_2_cam_3,side,partial,none,yes,human_verified
vp1k_0380,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_2310_5.jpg,GS_burst_1451,,GS_Gansu/GS_2310,rear,none,none,no,human_verified
vp1k_0381,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690334456_20-20-56_10_3.jpg,ev_1690334456_c10,cow_10,tb_3_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0382,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_1179_4.jpg,YM_burst_0201,,YM_Farm2/YM_1179,rear,none,none,no,human_verified
vp1k_0383,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_595_5.jpg,GS_burst_2890,,GS_Gansu/GS_595,rear,none,none,no,human_verified
vp1k_0384,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690328771_18-46-11_7_3.jpg,ev_1690328771_c7,cow_7,tb_3_cam_3,front-oblique,none,none,no,human_verified
vp1k_0385,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_2001_5.jpg,YM_burst_1113,,YM_Farm2/YM_2001,rear,none,none,no,human_verified
vp1k_0386,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_543_5.jpg,GS_burst_2833,,GS_Gansu/GS_543,rear,none,none,no,human_verified
vp1k_0387,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690276316_04-11-56_12_3.jpg,ev_1690276316_c12,cow_12,tb_1_cam_3,side,partial,none,yes,human_verified
vp1k_0388,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/799/799_0557.jpg,parlor_cow_0799_sess_039,cow_799,parlor/parlor_cow_0799_sess_039,side,severe,none,no,human_verified
vp1k_0389,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/660/660_0244.jpg,barn_cow_0660_sess_001,cow_660,barn/barn_cow_0660_sess_001,side,none,none,no,human_verified
vp1k_0390,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/296/296_0009.jpg,snap_cow_0296_sess_002,cow_296,snapshots/snap_cow_0296_sess_002,side,none,none,no,human_verified
vp1k_0391,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690328051_18-34-11_14_3.jpg,ev_1690328051_c14,cow_14,tb_3_cam_3,rear-oblique,none,none,no,human_verified
vp1k_0392,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690340486_22-01-26_16_3.jpg,ev_1690340486_c16,cow_16,tb_3_cam_3,rear-oblique,none,none,no,human_verified
vp1k_0393,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/R-i7623.jpg,STEREO_burst_0164,,STEREO_Farm3/STEREO_blk_164,rear,none,none,no,human_verified
vp1k_0394,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/367/367_0447.jpg,parlor_cow_0367_sess_032,cow_367,parlor/parlor_cow_0367_sess_032,side,severe,none,no,human_verified
vp1k_0395,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/296/296_0335.jpg,parlor_cow_0296_sess_015,cow_296,parlor/parlor_cow_0296_sess_015,rear-oblique,none,none,no,human_verified
vp1k_0396,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/179/179_0377.jpg,parlor_cow_0179_sess_026,cow_179,parlor/parlor_cow_0179_sess_026,side,none,none,no,human_verified
vp1k_0397,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/845/845_0248.jpg,barn_cow_0845_sess_001,cow_845,barn/barn_cow_0845_sess_001,side,none,none,no,human_verified
vp1k_0398,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/725/725_0002.jpg,snap_cow_0725_sess_001,cow_725,snapshots/snap_cow_0725_sess_001,side,none,severe,no,human_verified
vp1k_0399,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690329566_18-59-26_16_3.jpg,ev_1690329566_c16,cow_16,tb_3_cam_3,side,none,none,no,human_verified
vp1k_0400,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/934/934_0124.jpg,parlor_cow_0934_sess_008,cow_934,parlor/parlor_cow_0934_sess_008,side,partial,none,no,human_verified
vp1k_0401,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690276061_04-07-41_13_2.jpg,ev_1690276061_c13,cow_13,tb_1_cam_2,rear-oblique,none,none,yes,human_verified
vp1k_0402,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690342991_22-43-11_11_3.jpg,ev_1690342991_c11,cow_11,tb_3_cam_3,front-oblique,none,none,no,human_verified
vp1k_0403,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690314581_14-49-41_15_4.jpg,ev_1690314581_c15,cow_15,tb_2_cam_4,side,severe,none,yes,human_verified
vp1k_0404,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/975/975_0006.jpg,snap_cow_0975_sess_003,cow_975,snapshots/snap_cow_0975_sess_003,side,none,partial,no,human_verified
vp1k_0405,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690324871_17-41-11_3_3.jpg,ev_1690324871_c3,cow_3,tb_3_cam_3,side,partial,none,no,human_verified
vp1k_0406,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_1566_5.jpg,YM_burst_0629,,YM_Farm2/YM_1566,rear-oblique,none,none,no,human_verified
vp1k_0407,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_870_5.jpg,GS_burst_3196,,GS_Gansu/GS_870,rear,none,none,no,human_verified
vp1k_0408,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690321391_16-43-11_7_3.jpg,ev_1690321391_c7,cow_7,tb_3_cam_3,side,partial,none,yes,human_verified
vp1k_0409,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/553/553_0681.jpg,parlor_cow_0553_sess_046,cow_553,parlor/parlor_cow_0553_sess_046,side,none,partial,no,human_verified
vp1k_0410,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690346876_23-47-56_2_3.jpg,ev_1690346876_c2,cow_2,tb_3_cam_3,front-oblique,none,none,no,human_verified
vp1k_0411,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_214_3.jpg,YM_burst_1184,,YM_Farm2/YM_214,rear,none,none,no,human_verified
vp1k_0412,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690273601_03-26-41_16_2.jpg,ev_1690273601_c16,cow_16,tb_1_cam_2,unknown / ambiguous,none,none,no,human_verified
vp1k_0413,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/571/571_0189.jpg,barn_cow_0571_sess_001,cow_571,barn/barn_cow_0571_sess_001,side,none,none,no,human_verified
vp1k_0414,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/171/171_0197.jpg,parlor_cow_0171_sess_012,cow_171,parlor/parlor_cow_0171_sess_012,side,none,severe,no,human_verified
vp1k_0415,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_2633_4.jpg,GS_burst_1808,,GS_Gansu/GS_2633,rear,none,none,yes,human_verified
vp1k_0416,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_1026_4.jpg,YM_burst_0032,,YM_Farm2/YM_1026,rear,none,none,no,human_verified
vp1k_0417,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_1041_4.jpg,GS_burst_0049,,GS_Gansu/GS_1041,rear,none,none,no,human_verified
