dataset,behavior_canonical,split,sample_id,t,pred_viewpoint,confidence,entropy_nats,prob_front,prob_side,prob_rear,low_confidence_flag
beef_cattle_behavior,Feeding,train,beef_195_4_clip_0,0,front,0.6131,0.7507,0.6131,0.0216,0.3653,False
beef_cattle_behavior,Feeding,train,beef_195_4_clip_0,1,front,0.7302,0.6709,0.7302,0.027,0.2428,False
beef_cattle_behavior,Feeding,train,beef_195_4_clip_0,2,front,0.7052,0.6462,0.7052,0.0089,0.286,False
beef_cattle_behavior,Feeding,train,beef_195_4_clip_0,3,front,0.6958,0.7095,0.6958,0.0288,0.2754,False
beef_cattle_behavior,Feeding,train,beef_195_4_clip_0,4,front,0.7358,0.6239,0.7358,0.0112,0.253,False
beef_cattle_behavior,Feeding,train,beef_195_4_clip_0,5,front,0.851,0.454,0.851,0.0087,0.1403,False
beef_cattle_behavior,Feeding,train,beef_195_4_clip_0,6,front,0.8571,0.4556,0.8571,0.0138,0.1291,False
beef_cattle_behavior,Feeding,train,beef_195_4_clip_0,7,front,0.8739,0.4112,0.8739,0.0089,0.1171,False
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,0,front,0.9807,0.1054,0.9807,0.0041,0.0153,False
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,1,front,0.9693,0.1411,0.9693,0.0009,0.0298,False
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,2,front,0.8499,0.4303,0.8499,0.0013,0.1488,False
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,3,front,0.9385,0.2409,0.9385,0.0023,0.0592,False
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,4,front,0.9608,0.1686,0.9608,0.0006,0.0386,False
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,5,front,0.9922,0.047,0.9922,0.0003,0.0076,False
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,6,front,0.9921,0.0468,0.9921,0.0001,0.0078,False
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,7,front,0.9974,0.0194,0.9974,0.0005,0.0021,False
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,0,front,0.8956,0.3655,0.8956,0.0091,0.0953,False
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,1,front,0.7993,0.5248,0.7993,0.005,0.1957,False
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,2,front,0.8483,0.5224,0.8483,0.0509,0.1008,False
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,3,front,0.9182,0.316,0.9182,0.0113,0.0706,False
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,4,front,0.9037,0.3358,0.9037,0.0048,0.0915,False
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,5,front,0.9569,0.1827,0.9569,0.0011,0.042,False
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,6,front,0.9656,0.1576,0.9656,0.0021,0.0323,False
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,7,front,0.8524,0.4425,0.8524,0.0056,0.142,False
beef_cattle_behavior,Feeding,train,beef_180_1_clip_0,0,rear,0.5341,0.7667,0.448,0.0179,0.5341,False
beef_cattle_behavior,Feeding,train,beef_180_1_clip_0,1,rear,0.5654,0.8516,0.3785,0.056,0.5654,False
beef_cattle_behavior,Feeding,train,beef_180_1_clip_0,2,rear,0.6478,0.7545,0.3208,0.0314,0.6478,False
beef_cattle_behavior,Feeding,train,beef_180_1_clip_0,3,front,0.7243,0.652,0.7243,0.0168,0.2589,False
beef_cattle_behavior,Feeding,train,beef_180_1_clip_0,4,front,0.7289,0.6258,0.7289,0.0096,0.2615,False
beef_cattle_behavior,Feeding,train,beef_180_1_clip_0,5,rear,0.5546,0.7151,0.4403,0.0051,0.5546,False
beef_cattle_behavior,Feeding,train,beef_180_1_clip_0,6,front,0.9692,0.1393,0.9692,0.0003,0.0306,False
beef_cattle_behavior,Feeding,train,beef_180_1_clip_0,7,front,0.7323,0.5966,0.7323,0.0028,0.2649,False
beef_cattle_behavior,Feeding,val,beef_175_2_clip_0,0,front,0.8493,0.4983,0.8493,0.0294,0.1213,False
beef_cattle_behavior,Feeding,val,beef_175_2_clip_0,1,front,0.8617,0.4289,0.8617,0.0068,0.1316,False
beef_cattle_behavior,Feeding,val,beef_175_2_clip_0,2,front,0.849,0.4756,0.849,0.016,0.135,False
beef_cattle_behavior,Feeding,val,beef_175_2_clip_0,3,front,0.9287,0.2613,0.9287,0.0008,0.0705,False
beef_cattle_behavior,Feeding,val,beef_175_2_clip_0,4,front,0.9448,0.2192,0.9448,0.0012,0.054,False
beef_cattle_behavior,Feeding,val,beef_175_2_clip_0,5,front,0.7808,0.5713,0.7808,0.0116,0.2076,False
beef_cattle_behavior,Feeding,val,beef_175_2_clip_0,6,front,0.9524,0.2058,0.9524,0.0043,0.0433,False
beef_cattle_behavior,Feeding,val,beef_175_2_clip_0,7,front,0.9926,0.0442,0.9926,0.0001,0.0073,False
beef_cattle_behavior,Feeding,val,beef_186_6_clip_0,0,front,0.9882,0.0689,0.9882,0.0018,0.01,False
beef_cattle_behavior,Feeding,val,beef_186_6_clip_0,1,front,0.9954,0.0323,0.9954,0.0014,0.0032,False
beef_cattle_behavior,Feeding,val,beef_186_6_clip_0,2,front,0.9808,0.1052,0.9808,0.0044,0.0148,False
beef_cattle_behavior,Feeding,val,beef_186_6_clip_0,3,front,0.9397,0.2602,0.9397,0.0136,0.0467,False
beef_cattle_behavior,Feeding,val,beef_186_6_clip_0,4,front,0.9469,0.2254,0.9469,0.0056,0.0475,False
beef_cattle_behavior,Feeding,val,beef_186_6_clip_0,5,front,0.9934,0.0429,0.9934,0.0013,0.0053,False
beef_cattle_behavior,Feeding,val,beef_186_6_clip_0,6,front,0.9957,0.0293,0.9957,0.0005,0.0038,False
beef_cattle_behavior,Feeding,val,beef_186_6_clip_0,7,front,0.9972,0.02,0.9972,0.0002,0.0026,False
beef_cattle_behavior,Drinking,train,beef_49_5_clip_0,0,front,0.964,0.1577,0.964,0.0005,0.0356,False
beef_cattle_behavior,Drinking,train,beef_49_5_clip_0,1,front,0.983,0.0874,0.983,0.0003,0.0167,False
beef_cattle_behavior,Drinking,train,beef_49_5_clip_0,2,front,0.8746,0.3832,0.8746,0.0009,0.1245,False
beef_cattle_behavior,Drinking,train,beef_49_5_clip_0,3,front,0.8736,0.3885,0.8736,0.0017,0.1247,False
beef_cattle_behavior,Drinking,train,beef_49_5_clip_0,4,front,0.9199,0.286,0.9199,0.0014,0.0787,False
beef_cattle_behavior,Drinking,train,beef_49_5_clip_0,5,front,0.8699,0.3954,0.8699,0.0016,0.1285,False
beef_cattle_behavior,Drinking,train,beef_49_5_clip_0,6,front,0.9987,0.0101,0.9987,0.0,0.0013,False
beef_cattle_behavior,Drinking,train,beef_49_5_clip_0,7,front,0.9979,0.0153,0.9979,0.0,0.0021,False
beef_cattle_behavior,Drinking,train,beef_29_3_clip_0,0,front,0.978,0.1076,0.978,0.0004,0.0216,False
beef_cattle_behavior,Drinking,train,beef_29_3_clip_0,1,front,0.998,0.0148,0.998,0.0,0.002,False
beef_cattle_behavior,Drinking,train,beef_29_3_clip_0,2,front,0.9791,0.1033,0.9791,0.0004,0.0205,False
beef_cattle_behavior,Drinking,train,beef_29_3_clip_0,3,front,0.983,0.0871,0.983,0.0002,0.0168,False
beef_cattle_behavior,Drinking,train,beef_29_3_clip_0,4,front,0.9907,0.0532,0.9907,0.0001,0.0092,False
beef_cattle_behavior,Drinking,train,beef_29_3_clip_0,5,front,0.9803,0.098,0.9803,0.0002,0.0196,False
beef_cattle_behavior,Drinking,train,beef_29_3_clip_0,6,front,0.9568,0.1814,0.9568,0.0006,0.0426,False
beef_cattle_behavior,Drinking,train,beef_29_3_clip_0,7,front,0.984,0.0837,0.984,0.0004,0.0156,False
beef_cattle_behavior,Drinking,train,beef_82_4_clip_0,0,front,0.9922,0.0476,0.9922,0.0006,0.0072,False
beef_cattle_behavior,Drinking,train,beef_82_4_clip_0,1,front,0.9943,0.0358,0.9943,0.0001,0.0056,False
beef_cattle_behavior,Drinking,train,beef_82_4_clip_0,2,front,0.9939,0.0406,0.9939,0.0018,0.0043,False
beef_cattle_behavior,Drinking,train,beef_82_4_clip_0,3,front,0.9937,0.0423,0.9937,0.003,0.0033,False
beef_cattle_behavior,Drinking,train,beef_82_4_clip_0,4,front,0.9557,0.2119,0.9557,0.0216,0.0227,False
beef_cattle_behavior,Drinking,train,beef_82_4_clip_0,5,front,0.9744,0.1368,0.9744,0.0141,0.0115,False
beef_cattle_behavior,Drinking,train,beef_82_4_clip_0,6,front,0.92,0.3329,0.92,0.0471,0.0329,False
beef_cattle_behavior,Drinking,train,beef_82_4_clip_0,7,front,0.9413,0.2603,0.9413,0.0396,0.0191,False
beef_cattle_behavior,Drinking,train,beef_62_6_clip_0,0,front,0.9969,0.0226,0.9969,0.0026,0.0005,False
beef_cattle_behavior,Drinking,train,beef_62_6_clip_0,1,front,0.9958,0.0303,0.9958,0.0022,0.0021,False
beef_cattle_behavior,Drinking,train,beef_62_6_clip_0,2,front,0.9787,0.1143,0.9787,0.0164,0.0048,False
beef_cattle_behavior,Drinking,train,beef_62_6_clip_0,3,front,0.9151,0.3271,0.9151,0.0717,0.0132,False
beef_cattle_behavior,Drinking,train,beef_62_6_clip_0,4,front,0.9976,0.0187,0.9976,0.0013,0.0011,False
beef_cattle_behavior,Drinking,train,beef_62_6_clip_0,5,front,0.9932,0.0452,0.9932,0.0021,0.0047,False
beef_cattle_behavior,Drinking,train,beef_62_6_clip_0,6,front,0.9799,0.1107,0.9799,0.0141,0.006,False
beef_cattle_behavior,Drinking,train,beef_62_6_clip_0,7,front,0.9715,0.1453,0.9715,0.0217,0.0068,False
beef_cattle_behavior,Drinking,val,beef_3_4_clip_0,0,front,0.9964,0.0255,0.9964,0.0005,0.0031,False
beef_cattle_behavior,Drinking,val,beef_3_4_clip_0,1,front,0.9708,0.1455,0.9708,0.0052,0.024,False
beef_cattle_behavior,Drinking,val,beef_3_4_clip_0,2,front,0.9815,0.0968,0.9815,0.0012,0.0173,False
beef_cattle_behavior,Drinking,val,beef_3_4_clip_0,3,front,0.9755,0.1186,0.9755,0.0008,0.0237,False
beef_cattle_behavior,Drinking,val,beef_3_4_clip_0,4,front,0.9655,0.1546,0.9655,0.001,0.0335,False
beef_cattle_behavior,Drinking,val,beef_3_4_clip_0,5,front,0.9933,0.0414,0.9933,0.0002,0.0065,False
beef_cattle_behavior,Drinking,val,beef_3_4_clip_0,6,front,0.9426,0.2267,0.9426,0.0015,0.0558,False
beef_cattle_behavior,Drinking,val,beef_3_4_clip_0,7,front,0.986,0.0748,0.986,0.0002,0.0137,False
beef_cattle_behavior,Drinking,val,beef_12_4_clip_0,0,front,0.9157,0.3293,0.9157,0.0154,0.0689,False
beef_cattle_behavior,Drinking,val,beef_12_4_clip_0,1,front,0.9233,0.3058,0.9233,0.0131,0.0637,False
beef_cattle_behavior,Drinking,val,beef_12_4_clip_0,2,front,0.9559,0.1982,0.9559,0.006,0.0381,False
beef_cattle_behavior,Drinking,val,beef_12_4_clip_0,3,front,0.8946,0.3965,0.8946,0.0268,0.0786,False
beef_cattle_behavior,Drinking,val,beef_12_4_clip_0,4,front,0.8903,0.4086,0.8903,0.0284,0.0812,False
beef_cattle_behavior,Drinking,val,beef_12_4_clip_0,5,front,0.8924,0.3672,0.8924,0.0069,0.1007,False
beef_cattle_behavior,Drinking,val,beef_12_4_clip_0,6,front,0.9372,0.2581,0.9372,0.0077,0.0552,False
beef_cattle_behavior,Drinking,val,beef_12_4_clip_0,7,front,0.9116,0.3299,0.9116,0.0099,0.0786,False
